V1,V2,V3,V4,V5,V7,V8,V9,V10,confirmCode,Condition,Counterbalance,IDInst,FB,Term,Inst_SM,Fake1_SM,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_SM,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_SM,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_SM,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_SM,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_SM,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Pretest2,NeuFakeImp,Neu1_2,Neu1_RT_1,Neu1_RT_2,Neu1_RT_3,Neu1_RT_4,NeuRealImp,Neu3_2,Neu3_RT_1,Neu3_RT_2,Neu3_RT_3,Neu3_RT_4,Pretest1,CRT_Inst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,CRT_chk,Age,Sex,Education,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,ClintonTrump,DemRep,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,AccImp,FB_F,SocialMedia_Chk,Theism1,Theism2_1,Theism2_2,Theism2_3,Theism2_4,note,Random,Google,Fabricate,Comments,Length
R_2Ckx4V1J9kN3Hfw,Default Response Set,Anonymous,,,0,10/4/2017 8:49,10/4/2017 8:59,1,966096,1,2,1,1,,1,1,1,9.445,9.445,10.531,1,1,1,5.328,5.328,6.515,1,1,1,6.62,6.62,7.822,1,1,1,8.635,8.635,9.756,1,1,1,4.438,4.438,5.412,1,1,1,7.731,10.144,11.983,2,1,2,15.033,15.033,19.03,1,1,1,9.121,9.121,10.546,1,1,1,11.446,11.446,12.531,1,1,1,6.969,6.969,8.443,1,1,1,10.805,12.582,14.056,2,1,4,9.022,9.022,10.175,1,1,1,7.711,7.711,9.633,1,1,1,5.347,5.347,6.254,1,1,2,11.999,11.999,13.241,1,1,1,5.623,5.623,7.757,1,1,1,4.79,5.511,6.799,2,1,2,7.226,7.226,8.399,1,1,2,10.635,10.635,11.949,1,1,6,10.088,10.088,11.893,1,1,5,6.077,6.077,8.103,1,1,3,10.676,10.676,11.993,1,1,5,4.549,4.549,5.782,1,1,3,9.501,9.501,11.296,1,1,,,,,,,1,2,20.22,20.22,21.227,1,,1,8,6.432,6.432,9.345,1,50,24.59,24.59,28.209,1,20,18.221,18.221,29.268,1,first,8,June,18,1,56,2,3,1,1,,1,2,1,1,1,2,2,4,4,4,2,5,5,1,1,1,,,,1,2,2,1,I'm not good with math or puzzles.,15 minutes
R_3gOxrXZtVXpeoyT,Default Response Set,Anonymous,,,0,10/4/2017 8:49,10/4/2017 9:00,1,261652,2,2,1,1,,1,1,1,14.355,15.718,17.296,2,1,4,4.758,5.305,6.694,2,1,3,6.313,6.313,7.218,1,1,2,10.522,11.669,12.743,2,1,1,5.369,5.369,6.382,1,1,1,11.46,11.46,12.391,1,1,2,8.957,12.737,13.734,2,1,4,14.759,15.7,17.065,2,1,5,6.911,6.911,7.772,1,1,4,5.797,7.548,8.821,3,1,2,8.402,9.099,10.826,2,1,3,10.183,10.183,11.269,1,1,1,5.121,5.121,5.984,1,1,3,6.791,6.791,7.584,1,1,1,5.06,5.06,6.013,1,1,1,4.845,5.992,7.584,2,1,1,4.707,6.802,10.69,2,1,1,7.831,7.831,8.867,1,1,2,13.994,13.994,15.305,1,1,3,8.058,8.058,9.843,1,1,3,6.543,7.707,9.038,2,1,2,7.934,7.934,8.865,1,1,3,7.263,8.537,9.471,2,1,3,6.623,6.623,8.027,1,,,,,,,,1,3,13.45,13.45,15.017,1,1,1,8,4.395,4.395,28.727,1,50,12.67,12.67,24.609,1,20,12.207,12.207,15.777,1,1st,8,june,27,3,54,2,2,1,1,,2,3,1,1,1,2,2,2,4,2,2,3,5,1,3,,,1,,1,2,2,2,,5 min
R_1nOUvfgBhQnIO3e,Default Response Set,Anonymous,,,0,10/4/2017 8:54,10/4/2017 9:00,1,26541,2,1,1,1,,1,1,6,6.356,6.356,7.123,1,1,5,1.331,3.515,8.954,3,1,3,3.524,3.524,4.318,1,1,3,0.831,0.831,1.719,1,1,3,4.917,4.917,5.597,1,1,3,0.957,0.957,1.572,1,1,3,1.257,1.257,2.882,1,1,3,0.723,0.723,1.419,1,1,5,2.967,2.967,3.695,1,1,3,1.096,1.096,2.339,1,1,3,0.834,0.834,1.691,1,1,5,6.106,6.106,6.723,1,1,3,1.523,1.523,2.384,1,1,3,1.267,1.875,4.052,2,1,3,1.218,1.218,1.899,1,1,3,2.628,2.628,3.533,1,1,3,3.755,3.755,4.591,1,1,3,1.154,1.154,1.762,1,1,3,1.479,1.479,2.587,1,1,3,1.957,1.957,2.524,1,1,3,6.693,6.693,7.393,1,1,3,3.146,3.146,3.897,1,1,3,0.933,0.933,2.157,1,1,3,3.474,3.474,4.321,1,,1,1,12.933,12.933,14.524,1,,,,,,,1,1,8,6.676,6.676,15.178,1,50,4.452,4.452,6.298,1,39,13.063,13.063,23.869,1,second,8,emily,9,3,38,2,5,1,3,,3,3,5,1,1,2,2,2,3,2,2,4,5,1,3,1,,,,1,2,2,3,no,5 minutes
R_1HeNMCBCONBcxPt,Default Response Set,Anonymous,,,0,10/4/2017 8:51,10/4/2017 9:00,1,767084,2,1,1,1,,1,1,1,12.017,12.407,14.241,2,1,1,0.659,3.789,5.391,3,1,2,2.418,4.618,6.157,2,1,1,2.862,5.172,6.306,3,1,1,5.622,6.006,8.058,2,1,1,8.47,8.47,9.902,1,1,1,1.14,5.804,7.082,3,1,1,3.513,4.194,6.225,2,1,2,1.063,4.698,7.058,3,1,1,5.412,5.794,7.065,2,1,3,0.768,4.652,6.726,5,1,1,4.191,5.037,9.064,2,1,3,0.976,2.83,4.274,2,1,1,2.416,2.904,4.251,2,1,2,22.336,28.839,30.044,3,1,2,1.846,4.436,5.648,4,1,2,5.401,5.721,7.014,2,1,3,2.686,2.686,4.486,1,1,2,1.002,7.048,8.036,3,1,3,0.713,3.631,4.661,3,1,3,3.077,3.493,4.868,2,1,1,22.604,26.785,28.569,6,1,2,2.637,4.109,5.343,4,1,1,0.898,3.774,5.186,3,,1,2,0.745,8.315,9.634,2,,,,,,,1,1,4,3.483,57.765,58.69,5,1,1.306,12.136,21.528,2,39,5.627,12.077,13.146,2,first,8,Emily,9,2,22,2,5,1,3,,2,2,1,1,1,2,2,3,3,3,2,5,4,1,3,,1,,,1,2,2,3,n/a,10 minutes
R_2X4LKjEbVSK02YB,Default Response Set,Anonymous,,,0,10/4/2017 8:52,10/4/2017 9:00,1,583517,2,1,1,1,,1,1,6,4.466,4.466,5.571,1,1,4,7.804,7.804,9.341,1,1,5,4.432,4.432,5.532,1,1,2,5.666,6.228,8.328,2,1,3,5.049,5.601,7.583,2,1,5,6.374,6.374,7.443,1,1,5,6.243,6.243,8.201,1,1,2,10.301,10.301,12.013,1,1,3,9.501,9.501,11.354,1,1,5,6.642,6.642,7.72,1,1,5,5.778,6.468,7.493,2,1,2,9.142,9.142,11.219,1,1,5,6.399,6.399,7.466,1,1,4,3.846,3.846,6.224,1,1,4,5.973,5.973,7.604,1,1,3,4.334,4.334,5.531,1,1,5,7.558,7.558,8.673,1,1,4,4.375,4.375,5.868,1,1,1,9.817,10.452,11.679,2,1,2,5.651,5.651,6.726,1,1,4,5.581,5.581,7.011,1,1,3,6.595,6.595,7.685,1,1,5,4.009,4.009,4.905,1,1,4,4.547,4.547,6.094,1,,1,1,6.736,6.736,8.949,1,,,,,,,1,1,8,4.864,4.864,7.92,1,50,12.711,16.228,16.763,2,20,10.06,10.06,13.745,1,1,7,june,27,3,36,1,2,1,2,,5,3,5,2,2,2,2,2,4,3,2,5,5,1,3,,,1,,1,2,2,1,,5 minutes
R_26aT5nvb9NJB3Ol,Default Response Set,Anonymous,,,0,10/4/2017 8:49,10/4/2017 9:00,1,115309,1,1,1,1,,1,1,2,7.422,7.422,8.415,1,1,1,6.212,6.95,8.62,2,1,1,6.997,6.997,8.709,1,1,1,8.393,8.393,10.225,1,1,1,4.718,5.544,6.305,2,1,1,5.33,5.33,6.732,1,1,1,6.725,6.725,7.875,1,1,2,14.961,14.961,16.154,1,1,1,6.523,6.523,9.012,1,1,1,10.25,11.837,13.146,3,1,1,5.37,5.37,7.728,1,1,1,6.226,6.226,8.671,1,1,4,14.486,14.486,21.483,1,1,2,7.779,8.324,9.381,2,1,2,9.607,9.607,10.842,1,1,2,7.245,8.532,9.726,2,1,3,4.85,4.85,6.581,1,1,2,10.148,11.31,12.742,2,1,2,6.801,6.801,8.067,1,1,1,4.778,4.778,6.164,1,1,2,8.285,8.285,10.588,1,1,1,5.977,6.53,7.764,2,1,1,4.171,4.171,5.279,1,1,1,7.685,7.685,8.89,1,1,1,1,7.436,7.436,20.126,1,,,,,,,,1,4,6.28,6.28,51.705,1,10,13.725,13.725,23.311,1,39,10.449,10.449,13.982,1,2nd,8,June,9,2,32,1,6,1,2,,4,3,2,2,2,2,2,4,4,3,2,5,5,1,2,,1,,,1,2,2,2,,10 minutes
R_2Qm9zhEUkbBSn9e,Default Response Set,Anonymous,,,0,10/4/2017 8:52,10/4/2017 9:00,1,843805,1,2,1,1,,1,1,1,3.572,4.756,5.783,3,1,1,2.275,4.067,5.623,2,1,1,4.692,4.692,5.528,1,1,3,4.232,5.6,8.164,3,1,1,3.186,4.242,4.983,2,1,1,5.306,6.922,8.375,2,1,1,4.864,5.328,6.155,2,1,3,3.75,3.75,5.377,1,1,1,4.224,5.504,6.588,4,1,4,4.563,5.171,5.943,2,1,3,4.335,4.335,5.059,1,1,1,5.912,6.368,7.443,2,1,2,3.988,3.988,5.024,1,1,1,2.501,2.501,3.442,1,1,1,3.285,3.285,6.289,1,1,1,3.172,5.572,6.33,5,1,2,2.822,4.158,5.716,3,1,1,4.6,5.232,7.923,2,1,2,3.997,3.997,4.849,1,1,1,9.866,11.29,11.695,2,1,4,6.316,7.756,8.688,3,1,3,5.486,5.99,7.122,2,1,4,3.4,3.4,5.012,1,1,1,2.28,3.031,4.402,2,1,,,,,,,1,2,10.48,10.48,13.06,1,,1,8,5.098,7.698,18.248,2,10,1.354,6.258,17.271,2,39,6.825,17.257,23.613,3,first,8,Emily,27ft3,1,25,2,5,1,6,Libertarian,2,4,5,1,1,2,2,2,3,3,2,5,5,1,3,1,,,,1,2,2,3,,6 minutes
R_3rPwm66oOdw6EOW,Default Response Set,Anonymous,,,0,10/4/2017 8:48,10/4/2017 9:01,1,699700,2,2,1,1,,1,1,4,7.353,7.353,21.262,1,1,2,10.762,10.762,12.515,1,1,3,9.04,14.246,15.117,3,1,2,14.222,16.468,20.159,3,1,3,7.209,7.209,8.856,1,1,1,9.094,9.094,13.836,1,1,1,8.393,8.393,10.476,1,1,2,14.26,16.772,17.846,4,1,4,18.328,18.328,20.005,1,1,1,16.262,16.262,19.395,1,1,5,11.08,11.491,13.335,2,1,1,7.55,7.55,19.429,1,1,5,10.027,11.397,12.601,2,1,1,3.944,3.944,8.175,1,1,4,15.383,16.775,18.349,2,1,4,5.013,11.595,12.327,5,1,5,18.459,18.459,19.394,1,1,6,10.561,10.561,13.717,1,1,5,27.017,27.641,28.766,2,1,5,18.202,23.773,24.952,3,1,5,5.001,5.001,15.317,1,1,4,10.393,15.039,15.86,3,1,4,7.7,15.193,15.644,2,1,2,8.606,12.184,12.675,2,,,,,,,,1,3,13.395,23.668,25.55,4,1,1,8,6.029,10.794,11.171,2,50,4.407,4.407,10.512,1,30,12.263,25.961,26.43,2,Second,8,June,27,3,26,2,5,1,3,,2,4,3,2,2,2,2,3,4,4,2,4,5,1,1,1,1,1,,1,2,2,3,No comments,approximately 15 minutes
R_2PiJcgclJDk092w,Default Response Set,Anonymous,,,0,10/4/2017 8:48,10/4/2017 9:01,1,185888,2,1,1,1,,1,1,1,10.995,16.824,19.24,3,1,4,8.635,9.752,10.483,3,1,1,5.983,5.991,7.012,2,1,5,5.367,14.861,15.577,3,1,1,8.76,10.332,11.246,3,1,1,8.737,8.747,9.698,2,1,1,13.287,14.339,14.897,3,1,2,12.953,13.869,15.481,3,1,1,14.824,15.673,16.214,3,1,1,6.402,6.417,7.482,2,1,2,12.796,13.695,14.903,3,1,1,8.47,11.986,12.015,5,1,2,11.443,12.111,12.859,3,1,1,7.763,8.65,9.292,3,1,2,7.188,7.788,10.787,3,1,4,7.032,8.762,10.152,5,1,2,6.363,7.116,8.226,3,1,3,9.301,10.554,11.155,3,1,4,8.101,9.637,10.473,3,1,1,5.721,8.529,9.679,5,1,1,8.726,9.743,10.302,3,1,2,12.22,13.006,13.949,3,1,4,12.189,14.206,15.182,5,1,4,11.254,12.852,13.464,5,,1,1,26.002,27.35,30.504,3,,,,,,,1,1,4,4.14,15.137,15.537,3,10,12.394,23.319,24.328,3,39,8.641,24.2,24.701,4,2,8,Emily,0,2,34,1,6,1,3,,2,4,3,1,1,2,2,5,3,3,2,5,3,1,4,,,1,,1,2,2,2,,8
R_1CkVTIxgFjncxzY,Default Response Set,Anonymous,,,0,10/4/2017 8:56,10/4/2017 9:02,1,23492,1,1,1,1,,1,1,1,5.752,5.752,6.755,1,1,3,3.006,3.542,4.338,2,1,2,3.768,3.768,4.524,1,1,1,4.612,4.612,5.952,1,1,2,6.944,6.944,7.79,1,1,2,2.887,2.887,4.683,1,1,1,2.829,3.245,4.234,2,1,1,2.89,3.322,4.519,2,1,3,3.345,5.017,6.574,3,1,2,3.576,4.392,6.643,2,1,2,3.015,3.015,3.998,1,1,3,4.002,4.002,4.959,1,1,2,3.253,3.957,4.705,2,1,1,2.543,3.623,4.429,3,1,2,2.235,3.62,4.352,4,1,2,3.122,3.122,4.196,1,1,2,2.728,4.152,4.467,2,1,1,2.127,5.063,6.363,4,1,2,2.772,2.772,4.178,1,1,2,4.084,4.084,5.538,1,1,2,2.322,2.97,4.391,2,1,1,10.062,11.261,12.239,2,1,3,2.256,2.256,3.852,1,1,2,2.745,2.745,3.549,1,1,1,2,7.362,7.362,9.27,1,,,,,,,,1,8,0,0,7.613,0,50,0,0,5.404,0,20,0,0,10.15,0,1,8,June,27,2,38,2,3,1,2,,4,4,5,2,2,1,2,2,2,2,2,2,5,1,1,,,,,1,2,2,3,no,7 minutes
R_1o0B7U4mWeU51Wr,Default Response Set,Anonymous,,,0,10/4/2017 8:49,10/4/2017 9:03,1,109678,1,1,1,1,,1,1,1,9.81,11.604,13.154,2,1,2,11.404,13.539,15.318,2,1,2,10.992,10.992,13.367,1,1,1,9.766,12.101,14.095,2,1,1,12.322,12.322,15.095,1,1,1,13.768,16.477,18.869,2,1,1,8.419,11.333,13.241,2,1,1,7.733,9.694,11.676,2,1,1,8.216,10.54,12.633,2,1,1,6.605,8.748,10.84,2,1,1,12.069,19.172,21.153,2,1,1,7.196,9.761,11.868,2,1,1,6.139,9.15,10.988,2,1,1,5.877,8.359,9.956,2,1,1,7.263,9.242,11.028,2,1,2,5.666,8.163,10.363,2,1,1,4.659,7.211,9.182,2,1,1,8.838,11.391,13.565,2,1,1,6.411,9.168,10.927,2,1,1,7.124,9.873,11.88,2,1,2,8.859,11.027,13.055,2,1,1,5.939,8.322,10.011,2,1,1,6.439,6.439,9.016,1,1,1,6.592,9.386,11.573,2,1,1,1,13.948,20.585,22.398,3,,,,,,,,1,8,0,0,18.235,0,50,25.924,25.924,36.266,1,20,0,0,16.067,0,FIRST,8,JUNE,27,3,48,2,5,1,1,,,3,1,1,1,2,2,4,4,3,2,5,5,2,1,1,,,,1,2,2,2,NO,"NOT SURE, 5 - 10 MINUTES"
R_2c8vmupjY7kjTdi,Default Response Set,Anonymous,,,0,10/4/2017 8:51,10/4/2017 9:03,1,729320,1,1,1,1,,1,1,1,6.463,7.433,9.589,2,1,1,3.512,3.512,5.177,1,1,1,4.201,4.201,6.395,1,1,1,4.06,4.06,7.346,1,1,1,3.172,3.172,5.178,1,1,1,7.436,7.436,9.306,1,1,1,4.631,4.631,7.712,1,1,1,4.175,4.175,6.32,1,1,1,8.472,8.472,10.681,1,1,1,2.614,2.614,4.731,1,1,1,3.285,3.285,5.382,1,1,1,3.718,3.718,5.912,1,1,1,3.383,3.383,6.167,1,1,1,3.484,3.484,5.811,1,1,1,5.335,5.335,8.023,1,1,1,2.915,2.915,4.619,1,1,1,5.112,5.112,7.732,1,1,1,3.39,3.39,5.047,1,1,1,3.631,3.631,6.443,1,1,1,11.174,18.729,20.276,3,1,1,3.656,3.656,6.284,1,1,1,3.768,3.768,5.459,1,1,1,3.017,3.017,4.941,1,1,1,3.254,3.254,5.471,1,1,1,1,7.597,7.597,10.125,1,,,,,,,,1,8,3.594,68.013,72.891,4,50,15.805,15.805,34.147,1,20,10.282,10.282,13.723,1,first,8,June,27,3,59,2,5,1,2,,4,4,2,2,2,2,2,3,3,3,1,5,4,2,2,1,,,,1,2,2,3,"very interesting, thanks. I dislike fake news intensely! ",15
R_2q4VVF9HbRvtZo8,Default Response Set,Anonymous,,,0,10/4/2017 8:48,10/4/2017 9:03,1,381459,1,1,1,1,,1,1,1,1.944,9.244,10.246,4,1,1,21.768,22.5,23.496,3,1,1,5.139,5.673,6.628,3,1,1,7.6,9.623,10.669,3,1,1,5.177,5.731,7.857,3,1,1,6.942,7.453,8.37,3,1,1,28.757,30.921,35.869,6,1,1,5.512,16.182,17.283,4,1,1,9.311,9.866,11.798,3,1,1,2.99,7.519,8.211,5,1,1,8.692,9.288,10.297,3,1,1,121.589,126.079,127.277,4,1,1,0.011,3.213,4.072,2,1,1,5.797,6.595,9.111,3,1,1,4.19,5.37,6.197,4,1,1,7.364,7.862,8.854,3,1,1,2.969,4.517,4.56,4,1,1,3.661,5.429,6.405,3,1,1,4.168,4.634,5.562,3,1,1,2.594,3.081,4.035,3,1,1,3.757,5.956,6.749,3,1,1,3.957,4.539,5.638,3,1,1,14.956,16.275,17.271,4,1,1,4.288,6.87,7.81,5,1,1,1,6.744,19.381,20.28,6,,,,,,,,1,8,8.299,8.378,10.377,2,10,87.975,88.041,90.459,2,20,16.545,16.609,18.748,2,First,7,June,27,3,37,1,4,1,2,,4,4,5,2,2,2,2,3,3,3,3,5,4,1,1,1,,,,1,2,2,2,,15
R_3j80kA83oXWkktv,Default Response Set,Anonymous,,,0,10/4/2017 8:52,10/4/2017 9:03,1,860929,1,2,1,1,,1,1,2,13.729,13.729,15.404,1,1,2,5.161,5.161,7.763,1,1,1,8.554,8.554,10.444,1,1,2,4.117,9.182,10.792,2,1,1,3.979,5.228,6.665,2,1,1,8.853,8.853,10.891,1,1,1,6.473,6.473,8.008,1,1,1,7.612,7.612,9.142,1,1,1,4.947,4.947,10.962,1,1,1,3.046,3.046,5.633,1,1,1,3.555,3.555,6.051,1,1,1,4.561,4.561,8.972,1,1,1,3.18,4.458,5.778,2,1,1,3.638,3.638,5.417,1,1,1,3.55,6.88,8.665,3,1,1,3.326,4.485,6.659,2,1,1,4.113,4.113,6.647,1,1,1,3.112,4.36,5.832,2,1,1,4.102,4.102,6.115,1,1,1,5.821,5.821,8.171,1,1,1,2.962,2.962,4.432,1,1,1,4.659,4.659,6.186,1,1,1,4.808,4.808,7.034,1,1,1,3.568,3.568,6.21,1,1,,,,,,,1,2,29.501,30.72,32.187,2,,1,4,18.08,18.08,21.109,1,50,37.917,37.917,42.404,1,39,7.615,7.615,53.948,1,2,8,Emily,0,1,41,1,3,1,1,,1,3,1,1,1,2,2,3,3,3,2,5,5,2,4,1,,,,1,2,2,3,no comments,8 min
R_3nwm2hbWd5SKZf4,Default Response Set,Anonymous,,,0,10/4/2017 8:49,10/4/2017 9:04,1,440600,2,1,1,1,,1,1,2,9.907,9.907,12.192,1,1,2,3.6,5.025,5.579,2,1,3,8.649,9.422,11.136,2,1,2,5.492,5.492,7.217,1,1,2,11.157,12.798,13.238,2,1,2,7.945,7.945,9.275,1,1,1,7.832,7.832,9.95,1,1,1,15.089,15.089,17.447,1,1,1,11.919,12.867,15.316,2,1,1,5.87,5.87,8.05,1,1,1,12.708,12.708,14.782,1,1,1,8.492,9.602,11.677,2,1,1,6.171,6.171,7.97,1,1,2,5.388,5.388,8.033,1,1,1,5.909,7.495,8.474,4,1,4,4.521,4.521,6.272,1,1,1,7.096,7.76,8.276,2,1,2,4.72,4.72,5.848,1,1,1,8.98,8.98,10.562,1,1,3,5.085,5.085,7.923,1,1,1,5.905,5.905,7.591,1,1,1,5.644,5.644,6.613,1,1,3,4.083,4.083,5.667,1,1,1,6.746,6.746,8.262,1,,1,1,20.769,20.769,22.861,1,,,,,,,1,1,4,2.093,2.093,69.34,1,10,34.594,68.661,73.433,2,20,9.876,65.612,78.205,3,second,8,june,27,3,30,1,3,1,3,,2,4,2,2,2,2,2,2,4,4,1,4,2,2,1,1,,,,1,2,2,3,,15 minutes
R_3PGEnO9gjQ6dyDW,Default Response Set,Anonymous,,,0,10/4/2017 8:57,10/4/2017 9:04,1,167928,2,2,1,1,,1,1,1,3.685,3.685,5.663,1,1,1,2.465,2.465,3.5,1,1,1,5.448,7.726,8.882,5,1,1,4.189,4.189,5.562,1,1,1,4.747,5.512,5.891,2,1,1,3.148,5.086,6.599,2,1,1,8.457,9.743,10.171,2,1,1,1.376,1.376,4.039,1,1,1,2.04,2.04,3.708,1,1,1,2.939,3.405,4.366,2,1,1,1.83,1.83,2.71,1,1,1,1.451,1.451,2.583,1,1,1,1.613,1.613,2.575,1,1,1,3.014,3.014,4.074,1,1,1,2.515,2.515,3.427,1,1,2,2.815,4.388,6.654,2,1,1,4.913,4.913,5.767,1,1,1,1.143,1.143,2.592,1,1,1,1.624,1.624,2.633,1,1,1,1.095,1.095,1.949,1,1,1,3.913,3.913,4.666,1,1,1,19.946,19.946,21.103,1,1,1,3.248,4.363,6.823,2,1,1,3.13,3.13,7.455,1,,,,,,,,1,2,46.964,51.693,52.711,3,1,1,8,2.943,9.363,10.205,2,50,0.824,0.824,4.721,1,20,1.168,8.403,11.334,2,1st,8,June,9,3,42,2,3,1,2,,2,3,2,2,2,1,2,2,3,2,2,4,5,2,3,,,1,,1,2,2,2,ty,7 mins
R_31axzmWcOJNK996,Default Response Set,Anonymous,,,0,10/4/2017 8:49,10/4/2017 9:04,1,40813,1,2,1,1,,1,1,1,1.867,15.009,16.546,120,1,1,9.77,9.772,14.509,4,1,1,8.458,8.463,10.174,34,1,1,13.878,13.879,17.308,2,1,1,10.909,10.914,14.9,36,1,1,11.373,11.374,19.877,6,1,1,7.562,7.568,9.273,46,1,1,2.227,2.231,10.163,32,1,1,8.246,8.249,16.965,22,1,1,7.163,7.166,9.265,12,1,1,2.404,2.407,13.437,18,1,1,8.118,8.123,10.183,38,1,1,1.781,1.786,9.95,30,1,1,1.625,1.628,6.137,24,1,1,6.055,6.06,7.746,44,1,1,5.698,8.628,11.728,28,1,1,5.789,5.794,8.79,48,1,1,6.074,6.078,12.974,26,1,1,6.122,6.124,11.384,8,1,1,4.954,6.132,10.728,20,1,1,8.21,8.215,9.786,42,1,1,6.865,6.869,11.226,20,1,1,4.747,5.439,7.025,56,1,1,8.633,8.635,10.406,16,1,,,,,,,1,1,14.42,14.426,30.804,50,,1,8,0,0,47.458,0,50,14.663,16.477,36.388,108,39,12.088,13.688,26.073,112,second,8,June,27,3,55,1,3,1,3,,4,4,2,2,2,1,2,1,3,3,1,5,4,2,1,1,,,,1,2,2,3,,15 minutes
R_2azPcjWI8YvCgLe,Default Response Set,Anonymous,,,0,10/4/2017 8:46,10/4/2017 9:04,1,637140,1,2,1,1,,1,1,1,1.662,2.595,3.62,3,1,1,0.936,1.728,2.578,2,1,1,0.904,1.444,2.306,2,1,1,1.214,1.214,13.738,1,1,1,0.856,1.643,2.068,2,1,1,0.599,1.802,2.694,3,1,1,1.924,4.001,5.586,3,1,1,1.201,1.201,2.196,1,1,1,1.844,1.844,2.434,1,1,1,1.593,1.593,2.315,1,1,1,10.803,10.803,11.772,1,1,1,0.988,0.988,1.641,1,1,1,1.447,1.447,2.277,1,1,1,158.533,158.533,159.361,1,1,1,1.049,1.873,2.503,2,1,1,75.555,75.555,76.263,1,1,1,1.856,2.332,2.577,2,1,1,0.798,0.798,1.506,1,1,1,6.029,6.029,6.883,1,1,1,12.554,12.554,13.354,1,1,1,0.658,2.564,3.173,3,1,1,1.458,1.458,2.175,1,1,1,1.277,1.277,4.348,1,1,1,1.991,3.731,4.971,2,1,,,,,,,1,3,4.234,4.234,6.089,1,,1,8,0.855,0.855,20.265,1,10,2.74,7.536,9.723,2,39,0.887,5.712,6.039,2,2,8,emily,3,1,31,1,6,1,1,,1,1,1,1,1,2,2,4,1,1,1,1,5,2,4,,,,1,1,2,2,2,,
