ResponseID,ResponseSet,Name,ExternalDataReference,Email,Status,StartDate,EndDate,Finished,age,gender,hhi,ethnicity,hispanic,education,political_party,region,confirmCode,Condition,PKOrder,Endorse,RealFake,Consent,FB,Term,Funny,Fake1,Fake1_Funny,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2,Fake2_Funny,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Real1,Real1_Funny,Real1_RT_1,Real1_RT_2,Real1_RT_3,Real1_RT_4,Real2,Real2_Funny,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Accuracy,Fake1.0,Fake1_2,Fake1_RT_1.0,Fake1_RT_2.0,Fake1_RT_3.0,Fake1_RT_4.0,Fake2.0,Fake2_2,Fake2_RT_1.0,Fake2_RT_2.0,Fake2_RT_3.0,Fake2_RT_4.0,Real1.0,Real1_2,Real1_RT_1.0,Real1_RT_2.0,Real1_RT_3.0,Real1_RT_4.0,Real2.0,Real2_2,Real2_RT_1.0,Real2_RT_2.0,Real2_RT_3.0,Real2_RT_4.0,AccImp,InstAfterAcc,InstNoAcc,Fake1_SM,Fake1_3,Fake1_RT_1.1,Fake1_RT_2.1,Fake1_RT_3.1,Fake1_RT_4.1,Fake2_SM,Fake2_3,Fake2_RT_1.1,Fake2_RT_2.1,Fake2_RT_3.1,Fake2_RT_4.1,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1.1,Real2_RT_2.1,Real2_RT_3.1,Real2_RT_4.1,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,CRTInst,Q214,CRT1_1,CRT1_2,CRT1_3,CRT3_1,CRT3_2,CRT_Est,PK_Inst,PK_1,PK_1_RT_1,PK_1_RT_2,PK_1_RT_3,PK_1_RT_4,PK_2,PK_2_RT_1,PK_2_RT_2,PK_2_RT_3,PK_2_RT_4,PK_3,PK_3_RT_1,PK_3_RT_2,PK_3_RT_3,PK_3_RT_4,PK_4,PK_4_RT_1,PK_4_RT_2,PK_4_RT_3,PK_4_RT_4,PK_5,PK_5_RT_1,PK_5_RT_2,PK_5_RT_3,PK_5_RT_4,PK_Est,note,Random,Google,Age.0,Gender.0,Gender_TEXT,Education.0,Income,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Party,Party_TEXT,DemRep_C,DemRep_Past_1,DemRep_Past_2,DemRep_Past_3,DemRep_Past_4,DemRep_Past_5,DemRep_Past_6,Social_Conserv,Economic_Conserv,POTUS2016,Congress2018,feeling_therm_trump__1,support_trump,vote_trump_2020,SocialMedia_Chk,Facebook_Freq,SharingBelief_others,SharingBelief_self,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,Zipcode,Comments,Length
R_1IYOW2a3yAWHwHK,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,23,2,15,1,1,2,2,2,694863,1,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,3,10.045,12.461,12.489,3,1,1,5.443,6.199,7.287,2,1,4,6.055,9.421,10.3,3,1,1,3.978,10.577,11.455,5,1,5,3.513,5.094,5.117,3,1,5,3.5,4.772,4.7,3,1,5,3.49,5.422,6.414,4,1,6,4.584,5.479,6.22,2,1,2,2.462,3.083,4.008,2,1,5,3.756,6.468,6.495,5,1,3,2.097,5.035,6.063,4,1,1,3.923,4.407,5.373,2,1,6,9.182,10.112,11.071,2,1,2,2.379,3.971,4.967,3,1,1,3.139,5.288,6.297,4,1,3,3.915,4.324,5.35,2,1,5,7.273,8.79,9.689,4,1,2,3.356,3.911,4.979,2,1,4,21.413,27.728,28.687,4,1,2,4.374,5.485,6.448,3,1,1,8,50,20,1,8,4,1,2,4.283,4.283,5.014,1,3,3.428,3.428,4.212,1,1,4.51,4.51,5.388,1,2,3.405,3.405,4.13,1,4,3.045,5.12,5.84,3,1,1,2,2,23,2, ,3,9,1, , , , , , ,1, ,3, ,1, , , , ,4,4,5,6,60,4,4,1,5,2, ,2,1,2,5,4,2,63349,N/a,10 minutes
R_3NVdmEyInekZhmh,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,30,2,15,1,1,6,5,3,652684,3,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1,4,1.164,19.653,20.152,6, , , , , , , , , , , , ,4,1, ,1,3,15.146,17.257,17.863,5,1,1,3.63,7.054,7.714,5,1,2,12.282,13.773,14.477,3,1,1,1.565,25.2,25.776,7,1,1,11.484,14.209,14.808,6,1,1,12.123,13.917,14.557,4,1,2,17.083,19.067,19.698,3,1,1,25.357,26.866,27.478,4,1,1,5.179,7.092,7.876,4,1,1,14.732,18.156,19.098,7,1,1,10.489,11.8,12.275,4,1,1,1.473,31.201,31.942,7,1,3,6.954,7.47,8.15,2,1,1,19.366,20.227,20.775,3,1,1,16.515,16.973,17.512,2,1,1,18.004,20.201,20.766,5,1,1,2.179,4.694,5.464,3,1,1,18.066,18.518,19.187,2,1,1,10.588,11.08,11.812,2,1,1,8.062,16.859,17.474,3,1,1,8,50,20,1,7,5,1,3,4.872,4.872,5.728,1,3,4.431,4.431,5.669,1,1,4.438,5.2,6.61,2,1,5.461,5.461,6.766,1,3,4.038,4.038,5.042,1,1,1,1,2,29,2, ,3,8,1, , , , , , ,3, ,4, , , ,1, , ,3,3,2,6,80,6,4,2,5, ,1,2,2,1,2,2,2,25701,No,10 mins
R_20ZpW4U1YMN1qKm,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,40,1,23,1,1,7,1,1,142926,4,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,6,3.288,3.288,5.237,1,1,6,2.665,2.665,3.908,1,1,5,2.447,3.944,6.836,2,1,6,2.987,2.987,4.358,1,1,6,3.095,4.279,5.75,2,1,5,3.064,3.064,4.52,1,1,5,5.223,5.223,7.001,1,1,5,3.011,3.011,4.459,1,1,6,3.196,5.309,6.599,3,1,6,2.769,2.769,3.96,1,1,6,3.092,3.092,4.699,1,1,5,2.443,2.443,3.812,1,1,6,2.28,2.28,3.581,1,1,6,2.653,2.653,4.141,1,1,6,2.381,2.381,3.445,1,1,5,3.007,5.46,7.09,3,1,5,2.635,4.621,6.138,3,1,6,2.739,2.739,4.027,1,1,6,2.449,2.449,3.683,1,1,6,2.645,2.645,5.709,1,1,1,8,50,20,2,7,3,1, ,0,0,10.024,0,3,5.682,5.682,7.441,1, ,9.503,9.944,10.08,3,2,0.433,5.328,6.714,4,1,3.33,3.33,5.017,1,5,1,1,1,40,1, ,6,12,1, , , , , , ,1, ,1,1, , , , , ,1,1,2,1,98,7,7,1,5, ,7,1,2,5,4,5,5,10009,good,15
R_2DP0KVpajwbVTs8,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,34,2,6,1,1,2,10,4,278057,3,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1,4,6.595,17.35,18.172,9, , , , , , , , , , , , ,3,1, ,1,1,2.582,7.844,8.296,4,1,1,3.083,5.137,5.874,3,1,1,8.667,9.986,10.6,3,1,4,2.055,9.016,9.867,5,1,1,3.361,8.868,9.684,4,1,1,3.496,7.003,7.935,4,1,1,3.94,5.124,5.747,3,1,1,3.96,8.137,8.788,5,1,1,3.042,6.431,7.184,3,1,1,2.216,4.354,5.04,4,1,1,2.537,3.739,4.325,3,1,1,3.732,7.639,8.378,4,1,1,5.77,7.409,8.174,3,1,6,2.644,7.783,10.501,4,1,1,2.921,4.15,4.76,3,1,1,1.839,7.913,8.729,3,1,1,3.41,4.578,5.121,3,1,4,2.294,8.701,9.54,6,1,1,2.856,4.345,5,3,1,3,2.263,8.811,9.396,6,1,1,8,10,20,1,6,3,1, ,0,0,10.011,0,2,4.398,4.398,5.533,1,3,3.875,4.961,5.844,2,3,6.708,6.708,7.861,1,3,5.438,5.438,6.114,1,1,1,2,2,34,2, ,3,6,1, , , , , , ,2, ,6, , , , ,1, ,5,5,2,2,98,7,7,2,4, ,4,1,2,3,3, ,5,90631,The microchip was scary,?
R_2rDyDHM28G9z3Kl,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,26,1,1,2,1,2,10,2,136997,2,2,1,2,1,1, ,1, , , , , , , , , , , , ,1,6,0.877,2.326,2.712,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, ,1,2,1.113,1.423,2.243,2,1,6,0.642,1.634,2.328,2,1,6,0.544,1.405,2.37,2,1,6,0.217,3.457,3.465,5,1,6,0.779,2.951,3.383,4,1,6,0.557,1.396,2.532,2,1,1,2.21,2.571,3.477,2,1,4,1.527,3.811,3.822,3,1,6,0.63,1.304,1.893,2,1,3,0.292,1.635,3.17,3,1,6,0.582,1.639,2.432,3,1,6,0.586,4.825,5.35,2,1,6,0.73,2.868,3.571,4,1,6,0.67,4.904,4.916,3,1,6,0.716,3.075,3.087,3,1,1,0.776,2.207,2.218,3,1,1,8.668,9.31,10.382,2,1,6,0.842,1.897,2.456,2,1,4,1.16,1.713,2.403,2,1,2,5.648,6.026,6.816,2,1,1,8,10,1,1,8,1,1,1,1.567,1.567,2.5,1,3,0.805,0.805,1.262,1,4,1.314,1.314,1.96,1,5,8.516,8.516,9.042,1,1,4.895,4.895,6.057,1,1,1,1,1,26,1, ,2,7, ,1, , , , , ,1, ,1,1, , , , , ,1,1,1,1,86,7,7,1,2,4, ,1,2,2,2,5,5,43205,Good,5
R_2D2pBaSkR3xPFAI,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,29,2,1,1,1,2,4,2,920545, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_UWNEcjBRMpY0d8t,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,33,1,19,15,2,7,1,1,504764,2,1,1,2,1,1, ,1, , , , , , , , , , , , , , , , , , ,1,5,1.715,3.495,3.966,3, , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, ,1,2,0.651,2.517,3.397,3,1,6,2.204,47.134,47.682,3,1,3,2.832,5.616,6.352,4,1,6,0.7,1.782,2.258,2,1,5,31.217,34.208,34.997,5,1,5,1.693,2.775,3.507,3,1,6,1.754,3.051,3.524,3,1,6,3.18,5.632,6.344,4,1,6,2.363,4.078,4.731,4,1,5,4.197,5.147,5.904,3,1,4,5.134,6.252,7.025,3,1,4,2.401,36.123,38.195,5,1,5,1.248,3.362,4.099,4,1,5,4.401,6.404,7.187,4,1,1,2.193,2.893,3.549,3,1,5,2.422,3.971,4.667,3,1,5,3.494,5.145,5.502,4,1,5,0.501,1.786,2.565,3,1,5,3.296,4.346,4.995,3,1,6,3.974,5.488,6.072,3,1,1,8,50,40,1,8,5,1,3,2.646,2.646,3.23,1,3,2.318,2.318,2.761,1,3,4.421,4.421,4.934,1,1,3.04,3.04,3.46,1,5,1.506,1.506,2.025,1,3,1,2,2,33,1, ,6,11, ,1, , , , , ,1, ,1,1, , , , , ,2,2,1,1,0,1,1,1,5,6, ,1,1,4,4,5,4,18707, ,20
R_1oCh94OcbkkNbRo,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,64,2,7,1,1,2,2,3,833210,1,2,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1,6,3.568,3.568,4.164,1,1,3,4.657,4.657,5.365,1,1,5,4.758,4.758,5.514,1,1,1,5.702,5.702,6.585,1,1,1,2.303,3.448,4.667,2,1,2,3.957,3.957,4.752,1,1,1,2.764,2.764,3.8,1,1,6,2.703,2.703,3.385,1,1,5,5.425,5.425,6.133,1,1,3,3.563,4.843,5.582,2,1,1,2.641,2.641,3.475,1,1,4,3.624,3.624,4.348,1,1,5,2.632,2.632,3.307,1,1,3,3.628,4.892,5.647,2,1,1,2.986,2.986,3.964,1,1,5,2.52,2.52,3.244,1,1,2,3.806,3.806,4.633,1,1,2,2.538,5.01,5.775,2,1,5,2.42,2.42,3.166,1,1,6,2.889,2.889,3.509,1,1,1,8,10,10,1,8,3,1,3,4.025,6.01,6.955,2,2,5.082,6.938,7.868,2,2,2.65,2.65,3.509,1,1,4.995,4.995,6.092,1,5,3.271,3.271,4.185,1,3,1,2,2,64,2, ,2,5,1, , , , , , ,1, ,3, , ,1, , , ,3,3,3,3,0,1,1,1,5,4, ,2,1,2,2,2,2,21502,no,10
R_8dCfvAOl0h8rVPr,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,29,2,9,1,1,6,10,3,834824, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_2dPXSx8XHg05ewH,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,32,2,15,1,1,2,9,1,521695,4,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,1,10.188,11.942,12.848,4,1,2,3.439,4.374,4.866,3,1,1,10.763,15.761,20.058,6,1,1,5.397,6.993,7.588,4,1,2,7.884,21.902,22.545,5,1,1,9.154,13.243,14.236,7,1,1,6.762,7.302,8.195,2,1,1,3.239,4.151,4.74,2,1,1,2.707,5.112,5.764,2,1,2,19.589,26.53,31.168,3,1,1,5.448,7.351,8.23,4,1,2,4.195,4.98,5.449,3,1,5,8.26,9.465,10.012,3,1,3,8.412,11.699,12.412,5,1,4,20.52,24.501,26.114,5,1,2,4.269,5.336,5.898,3,1,1,6.228,7.759,8.253,4,1,3,4.164,24.54,25.092,7,1,2,2.924,7.41,7.875,5,1,3,19.145,21.745,22.897,4,1,1,8,50,20,1,8,5,1,3,2.898,2.898,3.438,1,1,1.501,1.501,2.299,1,1,2.4,2.4,2.927,1,3,7.092,7.092,8.432,1,1,2.597,2.597,3.157,1,4,1,2,2,32,2, ,2,8,1, , , , , , ,2, ,4, , , ,1, , ,4,4,2,2,80,6,6,1,4,5, ,1,2,3,3,4,3,10901,None,10 minutes
R_sBU2KQGI7BbmD6N,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,40,2,13,1,1,2,5,3,156444,2,2,1,2,1,1, ,1, , , , , , , , , , , , ,1,3,14.889,24.697,25.377,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,6,8.038,8.834,9.479,2,1,6,3.783,4.606,5.223,2,1,6,10.171,10.903,11.549,2,1,6,6.299,7.171,7.78,2,1,3,3.796,6.093,6.848,3,1,6,4.563,5.368,6.062,2,1,6,8.468,9.393,10.088,2,1,6,11.586,15.151,16.333,5,1,6,33.22,34,34.72,2,1,5,8.212,10.778,11.557,4,1,4,3.024,4.023,4.69,2,1,1,6.997,9.433,10.136,3,1,6,3.712,4.379,5.008,2,1,6,6.345,8.002,8.645,3,1,4,2.842,3.8,4.454,2,1,5,5.851,8.232,8.916,4,1,5,6.098,7.052,7.749,2,1,5,5.228,6.484,7.112,2,1,5,3.742,5.331,5.95,3,1,4,3.494,6.976,8.864,5,1,1,8,50,20,1,8,5,1,2,5.234,6.157,7.301,2,2,5.971,5.971,7.123,1,2,6.587,6.587,7.64,1,1,7.647,7.647,8.236,1,1,5.966,5.966,6.348,1,4,1,2,2,40,2, ,2,8,1, , , , , , ,3, ,4, , ,1, , , ,3,3,2,1,83,6,6,1,4,6, ,2,2,1,2,4,1,28146,Great survey,20 minutes
R_2aFDPpZLqBhEtg9,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,41,1,23,1,1,7,10,4,85526,2,1,2,1,1,1, ,1, , , , , , ,1,2,27.957,27.957,29.693,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, ,1,5,2.632,3.144,3.964,2,1,5,13.793,22.921,23.707,3,1,6,3.468,3.468,4.503,1,1,5,1.743,1.743,2.708,1,1,6,3.845,3.845,6.139,1,1,6,1.556,1.556,2.327,1,1,6,0.315,0.315,1.259,1,1,5,0.666,0.666,2.023,1,1,6,2.738,2.738,3.554,1,1,5,0.885,2.516,3.593,2,1,5,4.133,4.957,5.313,2,1,6,4.906,4.906,5.694,1,1,6,0.905,0.905,1.576,1,1,6,5.656,5.656,6.803,1,1,6,4.543,4.543,5.346,1,1,6,0,0,4.455,0,1,5,1.537,1.537,2.678,1,1,5,1.82,3.532,4.391,3,1,5,2.238,3.485,4.252,2,1,5,0.722,1.651,2.456,2,1,1,8,50,20,2,7,5,1,1,3.484,3.484,4.92,1,2,1.637,1.637,2.609,1,4,2.688,2.688,3.805,1,1,5.299,5.299,6.685,1, ,0,0,1.655,0,5,1,2,2,41,1, ,8,8,1, , , , , , ,2, ,6, , , , , ,1,5,4,2,1,93,7,7,2,5, ,7,2,1,5,5,4,5,90015,none,10
R_2Y3Xjc356LVtFMD,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,43,1,20,1,1,6,10,2,750252,2,1,2,2,1,1, ,1, , , , , , , , , , , , , , , , , , ,1,3,5.666,14.639,15.396,5, , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, ,1,6,2.314,8.891,9.583,3,1,4,1.536,6.29,7.047,3,1,1,1.058,2.716,3.572,2,1,1,1.191,2.505,3.026,2,1,6,3.456,4.603,5.215,2,1,1,5.604,6.337,7.01,2,1,1,0.973,1.72,2.254,2,1,1,1.251,2.029,2.736,2,1,1,4.956,6.051,7.55,2,1,4,1.333,2.363,2.996,2,1,1,1.571,10.223,10.994,4,1,1,5.748,6.925,7.721,2,1,1,1.334,2.144,2.742,2,1,1,2.83,3.592,4.139,2,1,1,1.236,2.007,2.57,2,1,1,1.475,3.268,4.113,3,1,1,1.518,3.338,4.856,3,1,4,8.114,9.552,10.267,2,1,1,7.375,8.753,14.645,3,1,4,8.484,11.06,11.915,3,1,1,8,50,2,1,8,3,1,3,5.238,5.238,5.712,1,2,3.218,3.218,4.554,1,1,4.652,4.652,5.316,1,1,4.925,6.339,6.964,2,3,4.436,5.543,6.25,2,5,1,2,2,43,1, ,5,11,1, , , , , , ,2, ,6, , , , , ,1,5,5,2,2,99,7,7,1,5, ,7,2,2,3,4,4,3,44039, , 
R_1GObTLOabzZmK4I,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,29,2,5,15,2,6,2,3,322978,3,2,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,1,3,3.599,5.036,6.166,3, , , , , , ,4,1, ,1,4,0.638,2.001,2.879,3,1,4,0.061,1.776,3.002,3,1,4,0.545,1.728,2.857,3,1,4,0.809,3.692,5.176,4,1,5,0.637,1.485,2.175,2,1,4,0.214,1.5,2.931,3,1,4,0.272,2.489,3.883,5,1,5,0.636,2.086,2.617,3,1,4,1.945,3.309,4.561,3,1,4,0.545,1.846,2.673,3,1,3,1.267,2.652,4.113,3,1,4,1.361,2.925,3.534,4,1,3,1.458,2.972,4.102,3,1,4,0.744,2.102,2.918,2,1,4,0.284,4.002,4.761,6,1,5,0.924,2.803,6.219,3,1,2,0.181,1.553,2.316,3,1,3,0.952,2.334,3.617,3,1,2,1.202,7.008,7.899,4,1,4,4.945,7.209,8.368,3,1,1,8,50,20,2,8,5,1,2,1.038,1.038,1.587,1,2,0.916,0.916,1.655,1,1,0.76,0.76,1.264,1,5,0.699,0.699,1.286,1,1,0.782,0.782,1.316,1,5,1,1,1,30,2, ,5,3, , , , , ,1,Hispano,1, ,3, , ,1, , , ,3,3,1,7,73,3,4,1,5,5, ,1,2,3,2,3,3,32839, , 
R_2dgPkb2ntrc7LBk,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,33,2,1,1,1,2,1,2,552991,1,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1,4,3.254,7.179,8.283,5,1,4,3.693,5.125,5.778,3,1,4,12.886,22.294,23.094,4,1,6,1.193,5.871,6.453,4,1,4,2.608,5.02,5.584,3,1,5,5.968,8.774,9.381,5,1,6,7.501,10.942,11.732,4,1,5,0.841,2.628,4.704,4,1,5,5.479,6.931,7.54,3,1,5,5.863,7.784,8.247,4,1,2,4.166,5.686,6.26,3,1,5,4.175,6.665,7.075,4,1,5,6.6,9.04,9.657,3,1,5,0.888,3.56,4.423,6,1,5,2.224,3.243,3.774,3,1,2,1.237,3.023,3.567,4,1,1,2.103,3.442,4.177,3,1,3,0.981,2.203,2.852,3,1,5,3.136,6.303,7.234,5,1,4,0.879,2.298,2.865,3,1,1,8, ,20,1,7,3,1,1,7.5,9.455,10.114,2, ,0,0,0.523,0,3,0.264,0.264,3.882,1,4,0.917,0.917,1.49,1,4,0.856,0.856,1.38,1,2,1,2,2,33,2, ,2,1,1, , , , , , ,3, ,2, ,1, , , , ,2,2,5,6,51,4,4,2,5, ,4,2,2,2,3,2,3,43964,Nope,Not sure
R_qVB5zdqOjiHXLCp,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,33,1,1,4,15,2,4,3,669924,4,2,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1,4,10.138,11.357,11.968,3,1,4,1.233,2.351,2.89,3,1,4,1.676,3.664,4.267,4,1,4,0.372,4.108,4.688,5,1,4,23.074,24.607,25.348,3,1,4,0.871,6.26,6.701,3,1,4,17.61,18.898,19.515,3,1,4,14.753,15.788,16.44,3,1,4,0.306,8.536,9,3,1,4,6.255,7.59,8.149,3,1,4,1.164,11.444,11.9,3,1,4,6.397,8.481,9.265,4,1,4,1,6.091,6.647,3,1,4,2.107,3.326,3.895,3,1,4,2.322,4.1,4.996,4,1,4,2.441,5.81,6.875,3,1,4,4.023,5.308,5.931,3,1,4,16.921,22.513,23.027,3,1,4,4.969,6.257,6.843,3,1,4,0.522,1.86,2.5,3,1,1,8,50,20,1,7,5,1,2,3.9,5.087,5.15,2,3,4.101,4.101,4.978,1,2,1.766,1.766,2.355,1,1,2.776,3.701,4.414,2,4,1.2,1.2,1.924,1,5,1,1,1,34,1, ,2,1, , , ,1, , , ,2, ,2, ,1, , , , ,2,2,2,2,74,6,6,1,3,6, ,2,2,4,4,4,4,77096,Good,10 minutes
R_1j9RtFexnBjjPuZ,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,61,1,9,1,1,6,1,3,662013,1,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,1,1,1,7.7,7.7,9.819,1,1,1,6.018,6.018,7.731,1,1,1,18.272,18.272,19.974,1,1,1,13.67,13.67,19.783,1,1,1,16.833,16.833,18.619,1,1,3,24.635,24.635,25.7,1,1,6,10.344,10.344,12.224,1,1,1,4.961,4.961,5.931,1,1,3,18.372,23.069,24.971,2,1,4,9.315,9.315,10.1,1,1,1,7.237,7.237,8.79,1,1,1,15.863,15.863,16.927,1,1,1,9.693,9.693,10.84,1,1,1,3.742,4.319,5.445,2,1,1,4.613,4.613,5.619,1,1,6,4.98,4.98,6.566,1,1,6,8.822,8.822,10.971,1,1,4,9.288,9.288,10.924,1,1,5,3.926,3.926,5.448,1,1,4,6.643,6.643,7.504,1,1,1,8,50,20,1,8,5,1,3,4.985,4.985,6.116,1,1,3.891,3.891,4.915,1,1,5.272,5.272,7.424,1,1,5.38,5.38,6.86,1,3,3.316,3.316,5.006,1,5,1,2,2,51,1, ,5,6,1, , , , , , ,1, ,1,1, , , , , ,1,1,1,1,0,1,1,1,3,4, ,2,1,4,3,4,3,79922,I trust national news organization to tell the truth EXCEPT Fox news and their type,10 minutes
