Condition,FakeSM,RealSM,FakeSM_C,RealSM_C,FakeSM_L,RealSM_L,FakeSM_PC,FakeSM_nPC,RealSM_PC,RealSM_nPC,CRT_ACC,CRT_Rand,CRT_Thomson,ResponseID,ResponseSet,Name,ExternalDataReference,Email,IPAddress,Status,StartDate,EndDate,Finished,confirmCode,WorkerID,IDInst,FB,Term,Inst_SM,Fake1_SM,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_SM,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_SM,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_SM,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_SM,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_SM,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Inst_A_SM,Fake1_A_SM,Fake1_2,Fake1_3.0,Fake1_RT_1.0,Fake1_RT_2.0,Fake1_RT_3.0,Fake1_RT_4.0,Fake2_A_SM,Fake2_2,Fake2_3.0,Fake2_RT_1.0,Fake2_RT_2.0,Fake2_RT_3.0,Fake2_RT_4.0,Fake3_A_SM,Fake3_2,Fake3_3.0,Fake3_RT_1.0,Fake3_RT_2.0,Fake3_RT_3.0,Fake3_RT_4.0,Fake4_A_SM,Fake4_2,Fake4_3.0,Fake4_RT_1.0,Fake4_RT_2.0,Fake4_RT_3.0,Fake4_RT_4.0,Fake5_A_SM,Fake5_2,Fake5_3.0,Fake5_RT_1.0,Fake5_RT_2.0,Fake5_RT_3.0,Fake5_RT_4.0,Fake6_A_SM,Fake6_2,Fake6_3.0,Fake6_RT_1.0,Fake6_RT_2.0,Fake6_RT_3.0,Fake6_RT_4.0,Fake7_A_SM,Fake7_2,Fake7_3.0,Fake7_RT_1.0,Fake7_RT_2.0,Fake7_RT_3.0,Fake7_RT_4.0,Fake8_A_SM,Fake8_2,Fake8_3.0,Fake8_RT_1.0,Fake8_RT_2.0,Fake8_RT_3.0,Fake8_RT_4.0,Fake9_A_SM,Fake9_2,Fake9_3.0,Fake9_RT_1.0,Fake9_RT_2.0,Fake9_RT_3.0,Fake9_RT_4.0,Fake10_A_SM,Fake10_2,Fake10_3.0,Fake10_RT_1.0,Fake10_RT_2.0,Fake10_RT_3.0,Fake10_RT_4.0,Fake11_A_SM,Fake11_2,Fake11_3.0,Fake11_RT_1.0,Fake11_RT_2.0,Fake11_RT_3.0,Fake11_RT_4.0,Fake12_A_SM,Fake12_2,Fake12_3.0,Fake12_RT_1.0,Fake12_RT_2.0,Fake12_RT_3.0,Fake12_RT_4.0,Real1_A_SM,Real1_2,Real1_3.0,Real1_RT_1,Real1_RT_2,Real1_RT_3,Real1_RT_4,Real2_A_SM,Real2_2,Real2_3.0,Real2_RT_1.0,Real2_RT_2.0,Real2_RT_3.0,Real2_RT_4.0,Real3_A_SM,Real3_2,Real3_3.0,Real3_RT_1.0,Real3_RT_2.0,Real3_RT_3.0,Real3_RT_4.0,Real4_A_SM,Real4_2,Real4_3.0,Real4_RT_1.0,Real4_RT_2.0,Real4_RT_3.0,Real4_RT_4.0,Real5_A_SM,Real5_2,Real5_3.0,Real5_RT_1.0,Real5_RT_2.0,Real5_RT_3.0,Real5_RT_4.0,Real6_A_SM,Real6_2,Real6_3.0,Real6_RT_1.0,Real6_RT_2.0,Real6_RT_3.0,Real6_RT_4.0,Real7_A_SM,Real7_2,Real7_3.0,Real7_RT_1.0,Real7_RT_2.0,Real7_RT_3.0,Real7_RT_4.0,Real8_A_SM,Real8_2,Real8_3.0,Real8_RT_1.0,Real8_RT_2.0,Real8_RT_3.0,Real8_RT_4.0,Real9_A_SM,Real9_2,Real9_3.0,Real9_RT_1.0,Real9_RT_2.0,Real9_RT_3.0,Real9_RT_4.0,Real10_A_SM,Real10_2,Real10_3.0,Real10_RT_1.0,Real10_RT_2.0,Real10_RT_3.0,Real10_RT_4.0,Real11_A_SM,Real11_2,Real11_3.0,Real11_RT_1.0,Real11_RT_2.0,Real11_RT_3.0,Real11_RT_4.0,Real12_A_SM,Real12_2,Real12_3.0,Real12_RT_1.0,Real12_RT_2.0,Real12_RT_3.0,Real12_RT_4.0,CRT_Inst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,CRT_chk,Age,Sex,Education,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,ClintonTrump,DemRep,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,FB_F,Theism1,Theism2_1,Theism2_2,Theism2_3,Theism2_4,SocialMedia_Chk,AccImp,Random,Google,Zipcode,Comments,Length,DO_BR_FL_158,DO_BR_FL_167,DO_BR_FL_679,DO_BL_CRT_Thompson,DO_Q_Media2,DO_Q_Media1,LocationLatitude,LocationLongitude,LocationAccuracy,CRT_ACC_1,CRT_ACC_2,CRT_ACC_3,CRT_ACC_4,CRT_ACC_5,CRT_ACC_6,CRT_ACC_7,PoliticFake1,PoliticFake2,PoliticFake3,PoliticFake4,PoliticFake5,PoliticFake6,PoliticFake7,PoliticFake8,PoliticFake9,PoliticFake10,PoliticFake11,PoliticFake12,PoliticReal1,PoliticReal2,PoliticReal3,PoliticReal4,PoliticReal5,PoliticReal6,PoliticReal7,PoliticReal8,PoliticReal9,PoliticReal10,PoliticReal11,PoliticReal12,LikelihoodFake1,LikelihoodFake2,LikelihoodFake3,LikelihoodFake4,LikelihoodFake5,LikelihoodFake6,LikelihoodFake7,LikelihoodFake8,LikelihoodFake9,LikelihoodFake10,LikelihoodFake11,LikelihoodFake12,LikelihoodReal1,LikelihoodReal2,LikelihoodReal3,LikelihoodReal4,LikelihoodReal5,LikelihoodReal6,LikelihoodReal7,LikelihoodReal8,LikelihoodReal9,LikelihoodReal10,LikelihoodReal11,LikelihoodReal12,FamiliarFake1,FamiliarFake2,FamiliarFake3,FamiliarFake4,FamiliarFake5,FamiliarFake6,FamiliarFake7,FamiliarFake8,FamiliarFake9,FamiliarFake10,FamiliarFake11,FamiliarFake12,FamiliarReal1,FamiliarReal2,FamiliarReal3,FamiliarReal4,FamiliarReal5,FamiliarReal6,FamiliarReal7,FamiliarReal8,FamiliarReal9,FamiliarReal10,FamiliarReal11,FamiliarReal12,FamiliarBinFake1,FamiliarBinFake2,FamiliarBinFake3,FamiliarBinFake4,FamiliarBinFake5,FamiliarBinFake6,FamiliarBinFake7,FamiliarBinFake8,FamiliarBinFake9,FamiliarBinFake10,FamiliarBinFake11,FamiliarBinFake12,FamiliarBinReal1,FamiliarBinReal2,FamiliarBinReal3,FamiliarBinReal4,FamiliarBinReal5,FamiliarBinReal6,FamiliarBinReal7,FamiliarBinReal8,FamiliarBinReal9,FamiliarBinReal10,FamiliarBinReal11,FamiliarBinReal12
1,3.583333333,2.666666667,3.333333333,1.833333333,3.833333333,3.5,3.833333333,3.333333333,3.5,1.833333333,0.714285714,0.666666667,0.75,R_2b0OlGMSClKUoJm,Default Response Set,Anonymous, , ,173.164.121.77,0,8/24/2017,8/24/2017,1,866361,A1M73PERFK6RSY,1,1, ,1,1,3,13.001,14.371,15.183,2,1,3,29.117,29.117,30.711,1,1,2,8.445,8.445,9.582,1,1,5,13.557,13.557,14.576,1,1,3,7.156,7.156,8.227,1,1,4,14.891,14.891,16.133,1,1,4,19.389,19.389,20.663,1,1,4,24.457,24.457,25.335,1,1,5,17.781,17.781,18.974,1,1,1,6.985,9.209,14.28,3,1,4,13.685,13.685,15.266,1,1,5,17.26,17.26,18.172,1,1,2,6.446,6.446,7.155,1,1,1,8.726,8.726,10.109,1,1,2,12.991,12.991,13.977,1,1,2,41.234,42.24,43.055,2,1,2,17.714,17.714,19.068,1,1,2,7.953,7.953,14.365,1,1,3,15.7,15.7,16.356,1,1,3,13.026,15.195,16.307,2,1,4,29.025,29.025,29.72,1,1,3,4.047,21.13,22.647,3,1,4,9.462,9.462,10.082,1,1,4,105.669,106.078,107.966,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1.198,10.128,30.19,2,50,69.86,69.86,72.337,1,39,1.917,1.917,17.381,1,1,8,3,0,3,32,2,5,1,1, ,2,3,1,1,1,2,2,4,3,1,1,5,2, , ,1, ,1,5,2,1,97209, ,I'm not sure... 15-20 minutes?,FL_159,Real5_SM|Real10_SM|Fake2_SM|Fake6_SM|Fake5_SM|Real2_SM|Fake7_SM|Real6_SM|Real3_SM|Fake12_SM|Fake4_SM|Fake9_SM|Real8_SM|Real1_SM|Fake10_SM|Fake3_SM|Fake11_SM|Real12_SM|Real11_SM|Fake1_SM|Real9_SM|Fake8_SM|Real7_SM|Real4_SM, ,CRT3_1|CRT3_2|CRT3_4|CRT3_3,2|1,1|2,45.53320313,-122.6827011,-1,1,0,1,0,1,1,1,3.676767677,4.060606061,3.757575758,3.666666667,3.929292929,3.908163265,2.454545455,2.171717172,2.535353535,2.474747475,1.616161616,2.303030303,3.822916667,3.510416667,3.21875,3.65625,3.822916667,3.557894737,2.604166667,2.75,2.302083333,2.71875,2.135416667,2.239583333,2.777777778,1.939393939,3.373737374,3.363636364,1.909090909,2.402061856,3.282828283,3.242424242,2.01010101,2.357142857,2.333333333,3.581632653,4.979166667,3.96875,4.135416667,4.572916667,4.489583333,4.5625,4.614583333,4.114583333,4.53125,4.708333333,4.197916667,5,2.757575758,2.919191919,2.969387755,2.767676768,2.897959184,2.848484848,2.919191919,2.828282828,2.887755102,2.484848485,2.616161616,2.581632653,2.115789474,2.697916667,2.75,2.75,2.604166667,2.260416667,2.583333333,2.5,2.604166667,2.583333333,2.410526316,2.635416667,85,97,81,89,94,92,88,78,92,85,93,75,50,76,79,82,71,53,71,68,72,75,61,72
2,1.083333333,1.583333333,1.166666667,1.166666667,1,2,1,1.166666667,2,1.166666667,0.571428571,0,1,R_0J62jAuaCKHgzV7,Default Response Set,Anonymous, , ,24.196.7.234,0,8/24/2017,8/24/2017,1,345874,AHNDET10S9S6R,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,28.052,29.662,30.939,2,1,1,1,3.502,5.906,8.106,2,1,1,1,6.786,8.341,9.271,3,1,3,2,4.944,8.805,9.03,5,1,1,1,3.841,6.871,7.812,5,1,1,1,8.998,28.147,29.012,5,1,2,1,5.591,8.412,10.097,5,1,1,1,9.772,10.835,11.944,2,1,1,1,6.781,8.192,9.054,3,1,1,1,1.855,5.716,5.944,6,1,1,1,12.611,16.394,17.416,3,1,2,1,6.023,7.592,9.336,3,1,2,2,8.256,11.268,11.554,4,1,1,1,4.333,5.085,6.114,2,1,1,1,5.363,6.676,7.504,3,1,1,1,2.383,4.145,5.062,3,1,2,1,0.041,7.64,8.411,8,1,2,1,6.629,7.894,8.828,2,1,1,1,3.383,8.518,9.61,6,1,1,1,26.82,29.608,31.174,4,1,3,4,4.65,5.684,6.721,2,1,3,1,6.994,9.551,10.395,5,1,2,3,19.576,21.075,22.135,2,1,3,2,7.808,10.274,11.442,5,1,8,3.876,3.876,5.644,1,50,5.082,16.055,16.377,2,6.5,4.185,4.721,21.506,2,2,8,3,0,1,21,1,3,1,1, ,2,2,1,1,1,2,2,2,3,1,1,5,1,1, ,1,1,1,5,2,2,35216,N/A,5 minutes,FL_160, ,Fake5_A_SM|Real10_A_SM|Fake12_A_SM|Real6_A_SM|Fake4_A_SM|Fake7_A_SM|Real11_A_SM|Real12_A_SM|Fake2_A_SM|Real9_A_SM|Fake3_A_SM|Fake11_A_SM|Fake9_A_SM|Fake6_A_SM|Real3_A_SM|Real7_A_SM|Fake1_A_SM|Real5_A_SM|Real1_A_SM|Real4_A_SM|Real8_A_SM|Real2_A_SM|Fake10_ASM|Fake8_A_SM,CRT3_3|CRT3_4|CRT3_2|CRT3_1,2|1,2|1,33.35159302,-86.82109833,-1,0,0,0,1,1,1,1,3.676767677,4.060606061,3.757575758,3.666666667,3.929292929,3.908163265,2.454545455,2.171717172,2.535353535,2.474747475,1.616161616,2.303030303,3.822916667,3.510416667,3.21875,3.65625,3.822916667,3.557894737,2.604166667,2.75,2.302083333,2.71875,2.135416667,2.239583333,2.777777778,1.939393939,3.373737374,3.363636364,1.909090909,2.402061856,3.282828283,3.242424242,2.01010101,2.357142857,2.333333333,3.581632653,4.979166667,3.96875,4.135416667,4.572916667,4.489583333,4.5625,4.614583333,4.114583333,4.53125,4.708333333,4.197916667,5,2.757575758,2.919191919,2.969387755,2.767676768,2.897959184,2.848484848,2.919191919,2.828282828,2.887755102,2.484848485,2.616161616,2.581632653,2.115789474,2.697916667,2.75,2.75,2.604166667,2.260416667,2.583333333,2.5,2.604166667,2.583333333,2.410526316,2.635416667,85,97,81,89,94,92,88,78,92,85,93,75,50,76,79,82,71,53,71,68,72,75,61,72
2,1.416666667,1,1,1,1.833333333,1,1.833333333,1,1,1,0.857142857,0.666666667,1,R_2R4yaUHmdozZRfQ,Default Response Set,Anonymous, , ,97.118.243.57,0,8/24/2017,8/24/2017,1,124026,A2JIM3WL2NKI30,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,1,18.851,20.279,21.695,2,1,1,1,4.082,5.68,7.338,2,1,1,1,6.363,7.573,8.641,2,1,1,1,7.348,8.636,10.021,2,1,1,1,7.93,9.358,10.643,2,1,2,1,14.102,16.344,17.443,3,1,3,1,25.82,27.636,28.742,2,1,1,1,8.818,9.843,10.831,2,1,1,2,9.911,11.509,12.598,2,1,1,1,11.25,13.206,14.212,2,1,1,4,6.171,8.529,9.68,2,1,3,2,11.049,13.555,14.421,2,1,1,1,6.908,7.832,9.052,2,1,1,1,5.647,6.616,8.155,2,1,1,1,6.325,7.265,8.222,2,1,3,1,6.845,8.181,8.998,2,1,1,1,4.651,5.877,6.913,2,1,1,1,4.298,5.383,6.327,2,1,2,1,13.697,15.763,17.009,2,1,2,1,6.944,8.552,9.617,2,1,3,1,4.9,6.203,7.587,2,1,3,1,7.648,8.836,10.088,2,1,3,1,7.294,8.466,9.704,2,1,4,1,5.84,8.169,9.399,3,1,4,11.678,11.678,17.278,1,5,4.717,4.717,33.815,1,39,2.863,2.863,6.354,1,2,8,3,0,1,66,2,4,1,1, ,2,2,1,1,1,2,1,3,4,3,2,5,1, , ,1, ,1,5,2,2,80128, ,8 minutes,FL_160, ,Fake10_A_SM|Fake11_A_SM|Fake12_A_SM|Fake6_A_SM|Fake9_A_SM|Fake3_A_SM|Fake7_A_SM|Real11_A_SM|Real1_A_SM|Real12_A_SM|Fake4_A_SM|Real3_A_SM|Real7_A_SM|Fake5_A_SM|Real8_A_SM|Real5_A_SM|Real10_A_SM|Real4_A_SM|Real6_A_SM|Real2_A_SM|Real9_A_SM|Fake8_A_SM|Fake1_ASM|Fake2_A_SM,CRT3_1|CRT3_3|CRT3_2|CRT3_4,1|2,2|1,39.58110046,-104.9570007,-1,1,0,1,1,1,1,1,3.676767677,4.060606061,3.757575758,3.666666667,3.929292929,3.908163265,2.454545455,2.171717172,2.535353535,2.474747475,1.616161616,2.303030303,3.822916667,3.510416667,3.21875,3.65625,3.822916667,3.557894737,2.604166667,2.75,2.302083333,2.71875,2.135416667,2.239583333,2.777777778,1.939393939,3.373737374,3.363636364,1.909090909,2.402061856,3.282828283,3.242424242,2.01010101,2.357142857,2.333333333,3.581632653,4.979166667,3.96875,4.135416667,4.572916667,4.489583333,4.5625,4.614583333,4.114583333,4.53125,4.708333333,4.197916667,5,2.757575758,2.919191919,2.969387755,2.767676768,2.897959184,2.848484848,2.919191919,2.828282828,2.887755102,2.484848485,2.616161616,2.581632653,2.115789474,2.697916667,2.75,2.75,2.604166667,2.260416667,2.583333333,2.5,2.604166667,2.583333333,2.410526316,2.635416667,85,97,81,89,94,92,88,78,92,85,93,75,50,76,79,82,71,53,71,68,72,75,61,72
2,2.833333333,3.75,2.333333333,3.333333333,3.333333333,4.166666667,3.333333333,2.333333333,4.166666667,3.333333333,0.142857143,0,0.25,R_1d5Cx2uIvbu6F8i,Default Response Set,Anonymous, , ,172.222.97.3,0,8/24/2017,8/24/2017,1,39680,A3PDU77SEW7L9I,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,4,43.438,56.649,58.252,2,1,2,2,1.636,43.347,44.217,4,1,1,3,44.57,50.025,50.813,2,1,1,2,26.161,30.694,32.736,6,1,1,1,6.269,7.343,8.24,2,1,1,2,9.361,12.892,14.936,3,1,2,2,23.833,27.79,28.957,6,1,2,3,30.654,33.445,34.349,4,1,3,5,30.192,36.311,41.358,2,1,1,2,71.191,75.134,76.412,3,1,1,4,25.599,31.732,32.695,3,1,3,4,38.95,42.103,43.448,3,1,1,2,23.017,27.086,28.419,5,1,2,2,26.566,29.825,30.442,3,1,4,4,26.101,29.671,30.553,2,1,3,2,4.254,33.418,34.274,7,1,3,4,23.856,25.819,26.965,3,1,4,6,28.024,32.539,33.566,3,1,2,3,15.123,17.245,18.095,4,1,3,3,38.846,43.097,44.252,5,1,4,6,25.699,29.649,31.115,5,1,3,4,3.126,25.572,26.388,5,1,3,5,73.598,76.504,77.294,4,1,3,4,34.388,36.452,37.516,2,1,8,6.437,172.226,172.827,6,50,19.883,19.883,26.572,1,20,56.526,103.974,107.317,2,2,7,2,9,2,22,2,5,1,3, ,2,4,1,1,1,2,2,2,2,1,1,4,3, , , ,1,1,4,2,2,48825, ,35,FL_160, ,Real11_A_SM|Fake6_A_SM|Real1_A_SM|Real3_A_SM|Fake7_A_SM|Fake12_A_SM|Fake10_A_SM|Real9_A_SM|Real2_A_SM|Fake1_A_SM|Real6_A_SM|Fake2_A_SM|Real10_A_SM|Fake8_A_SM|Real5_A_SM|Fake3_A_SM|Fake11_A_SM|Real4_A_SM|Fake9_A_SM|Real7_A_SM|Fake4_A_SM|Fake5_A_SM|Real12_ASM|Real8_A_SM,CRT3_4|CRT3_2|CRT3_1|CRT3_3,1|2,1|2,42.8526001,-86.126297,-1,0,0,0,1,0,0,0,3.676767677,4.060606061,3.757575758,3.666666667,3.929292929,3.908163265,2.454545455,2.171717172,2.535353535,2.474747475,1.616161616,2.303030303,3.822916667,3.510416667,3.21875,3.65625,3.822916667,3.557894737,2.604166667,2.75,2.302083333,2.71875,2.135416667,2.239583333,2.777777778,1.939393939,3.373737374,3.363636364,1.909090909,2.402061856,3.282828283,3.242424242,2.01010101,2.357142857,2.333333333,3.581632653,4.979166667,3.96875,4.135416667,4.572916667,4.489583333,4.5625,4.614583333,4.114583333,4.53125,4.708333333,4.197916667,5,2.757575758,2.919191919,2.969387755,2.767676768,2.897959184,2.848484848,2.919191919,2.828282828,2.887755102,2.484848485,2.616161616,2.581632653,2.115789474,2.697916667,2.75,2.75,2.604166667,2.260416667,2.583333333,2.5,2.604166667,2.583333333,2.410526316,2.635416667,85,97,81,89,94,92,88,78,92,85,93,75,50,76,79,82,71,53,71,68,72,75,61,72
1,1,1.083333333,1,1,1,1.166666667,1,1,1.166666667,1,0,0,0,R_23VpFy0lxuc5LZN,Default Response Set,Anonymous, , ,205.174.63.192,0,8/24/2017,8/24/2017,1,369994,AQNQQZSBWYX28,1,1, ,1,1,1,7.198,7.198,8.13,1,1,1,3.4,3.4,4.964,1,1,1,6.015,6.015,7.363,1,1,1,5.579,5.579,7.488,1,1,1,5.374,5.374,6.304,1,1,1,6.786,6.786,8.223,1,1,1,10.641,10.641,11.645,1,1,1,5.357,6.622,7.523,2,1,1,7.104,7.104,7.972,1,1,1,4.486,4.486,5.468,1,1,1,5.334,5.334,6.258,1,1,1,6.287,6.287,10.691,1,1,1,7.522,8.492,8.894,2,1,1,4.417,4.417,5.757,1,1,1,3.988,3.988,5.44,1,1,1,6.18,6.18,7.417,1,1,1,3.915,5.043,5.862,2,1,1,5.992,5.992,7.419,1,1,2,23.537,25.018,26.765,2,1,1,5.015,5.015,5.922,1,1,1,83.861,83.861,84.681,1,1,1,4.823,4.823,5.714,1,1,1,3.899,3.899,4.806,1,1,1,8.745,8.745,9.645,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,9.544,9.544,11.948,1,50,17.942,17.942,20.355,1,20,7.833,7.833,10.198,1,1,7,2,9,2,52,2,4,1,1, ,1,1,1,1,1,2,2,3,3,2,1,5,4,1, , , ,1,5,2,2,36203, , ,FL_159,Real7_SM|Real9_SM|Real1_SM|Real3_SM|Fake3_SM|Fake2_SM|Fake1_SM|Fake9_SM|Real4_SM|Real5_SM|Fake5_SM|Fake7_SM|Real10_SM|Real12_SM|Fake8_SM|Real6_SM|Fake4_SM|Real11_SM|Fake6_SM|Real2_SM|Real8_SM|Fake12_SM|Fake11_SM|Fake10_SM, ,CRT3_1|CRT3_4|CRT3_2|CRT3_3,1|2,1|2,33.85580444,-85.77580261,-1,0,0,0,0,0,0,0,3.676767677,4.060606061,3.757575758,3.666666667,3.929292929,3.908163265,2.454545455,2.171717172,2.535353535,2.474747475,1.616161616,2.303030303,3.822916667,3.510416667,3.21875,3.65625,3.822916667,3.557894737,2.604166667,2.75,2.302083333,2.71875,2.135416667,2.239583333,2.777777778,1.939393939,3.373737374,3.363636364,1.909090909,2.402061856,3.282828283,3.242424242,2.01010101,2.357142857,2.333333333,3.581632653,4.979166667,3.96875,4.135416667,4.572916667,4.489583333,4.5625,4.614583333,4.114583333,4.53125,4.708333333,4.197916667,5,2.757575758,2.919191919,2.969387755,2.767676768,2.897959184,2.848484848,2.919191919,2.828282828,2.887755102,2.484848485,2.616161616,2.581632653,2.115789474,2.697916667,2.75,2.75,2.604166667,2.260416667,2.583333333,2.5,2.604166667,2.583333333,2.410526316,2.635416667,85,97,81,89,94,92,88,78,92,85,93,75,50,76,79,82,71,53,71,68,72,75,61,72
