Condition	FakeSM	RealSM	FakeSM_C	RealSM_C	FakeSM_L	RealSM_L	FakeSM_PC	FakeSM_nPC	RealSM_PC	RealSM_nPC	ClintonTrump	CRT_ACC	CRT_Rand	CRT_Thomson	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	confirmCode	WorkerID	IDInst	FB	Term	Inst_SM	Fake1_SM	Fake1_3	Fake1_RT_1	Fake1_RT_2	Fake1_RT_3	Fake1_RT_4	Fake2_SM	Fake2_3	Fake2_RT_1	Fake2_RT_2	Fake2_RT_3	Fake2_RT_4	Fake3_SM	Fake3_3	Fake3_RT_1	Fake3_RT_2	Fake3_RT_3	Fake3_RT_4	Fake4_SM	Fake4_3	Fake4_RT_1	Fake4_RT_2	Fake4_RT_3	Fake4_RT_4	Fake5_SM	Fake5_3	Fake5_RT_1	Fake5_RT_2	Fake5_RT_3	Fake5_RT_4	Fake6_SM	Fake6_3	Fake6_RT_1	Fake6_RT_2	Fake6_RT_3	Fake6_RT_4	Fake7_SM	Fake7_3	Fake7_RT_1	Fake7_RT_2	Fake7_RT_3	Fake7_RT_4	Fake8_SM	Fake8_3	Fake8_RT_1	Fake8_RT_2	Fake8_RT_3	Fake8_RT_4	Fake9_SM	Fake9_3	Fake9_RT_1	Fake9_RT_2	Fake9_RT_3	Fake9_RT_4	Fake10_SM	Fake10_3	Fake10_RT_1	Fake10_RT_2	Fake10_RT_3	Fake10_RT_4	Fake11_SM	Fake11_3	Fake11_RT_1	Fake11_RT_2	Fake11_RT_3	Fake11_RT_4	Fake12_SM	Fake12_3	Fake12_RT_1	Fake12_RT_2	Fake12_RT_3	Fake12_RT_4	Real1_SM	Real1_3	Real_RT_1	Real_RT_2	Real_RT_3	Real_RT_4	Real2_SM	Real2_3	Real2_RT_1	Real2_RT_2	Real2_RT_3	Real2_RT_4	Real3_SM	Real3_3	Real3_RT_1	Real3_RT_2	Real3_RT_3	Real3_RT_4	Real4_SM	Real4_3	Real4_RT_1	Real4_RT_2	Real4_RT_3	Real4_RT_4	Real5_SM	Real5_3	Real5_RT_1	Real5_RT_2	Real5_RT_3	Real5_RT_4	Real6_SM	Real6_3	Real6_RT_1	Real6_RT_2	Real6_RT_3	Real6_RT_4	Real7_SM	Real7_3	Real7_RT_1	Real7_RT_2	Real7_RT_3	Real7_RT_4	Real8_SM	Real8_3	Real8_RT_1	Real8_RT_2	Real8_RT_3	Real8_RT_4	Real9_SM	Real9_3	Real9_RT_1	Real9_RT_2	Real9_RT_3	Real9_RT_4	Real10_SM	Real10_3	Real10_RT_1	Real10_RT_2	Real10_RT_3	Real10_RT_4	Real11_SM	Real11_3	Real11_RT_1	Real11_RT_2	Real11_RT_3	Real11_RT_4	Real12_SM	Real12_3	Real12_RT_1	Real12_RT_2	Real12_RT_3	Real12_RT_4	Inst_A_SM	Fake1_A_SM	Fake1_2	Fake1_3.0	Fake1_RT_1.0	Fake1_RT_2.0	Fake1_RT_3.0	Fake1_RT_4.0	Fake2_A_SM	Fake2_2	Fake2_3.0	Fake2_RT_1.0	Fake2_RT_2.0	Fake2_RT_3.0	Fake2_RT_4.0	Fake3_A_SM	Fake3_2	Fake3_3.0	Fake3_RT_1.0	Fake3_RT_2.0	Fake3_RT_3.0	Fake3_RT_4.0	Fake4_A_SM	Fake4_2	Fake4_3.0	Fake4_RT_1.0	Fake4_RT_2.0	Fake4_RT_3.0	Fake4_RT_4.0	Fake5_A_SM	Fake5_2	Fake5_3.0	Fake5_RT_1.0	Fake5_RT_2.0	Fake5_RT_3.0	Fake5_RT_4.0	Fake6_A_SM	Fake6_2	Fake6_3.0	Fake6_RT_1.0	Fake6_RT_2.0	Fake6_RT_3.0	Fake6_RT_4.0	Fake7_A_SM	Fake7_2	Fake7_3.0	Fake7_RT_1.0	Fake7_RT_2.0	Fake7_RT_3.0	Fake7_RT_4.0	Fake8_A_SM	Fake8_2	Fake8_3.0	Fake8_RT_1.0	Fake8_RT_2.0	Fake8_RT_3.0	Fake8_RT_4.0	Fake9_A_SM	Fake9_2	Fake9_3.0	Fake9_RT_1.0	Fake9_RT_2.0	Fake9_RT_3.0	Fake9_RT_4.0	Fake10_A_SM	Fake10_2	Fake10_3.0	Fake10_RT_1.0	Fake10_RT_2.0	Fake10_RT_3.0	Fake10_RT_4.0	Fake11_A_SM	Fake11_2	Fake11_3.0	Fake11_RT_1.0	Fake11_RT_2.0	Fake11_RT_3.0	Fake11_RT_4.0	Fake12_A_SM	Fake12_2	Fake12_3.0	Fake12_RT_1.0	Fake12_RT_2.0	Fake12_RT_3.0	Fake12_RT_4.0	Real1_A_SM	Real1_2	Real1_3.0	Real1_RT_1	Real1_RT_2	Real1_RT_3	Real1_RT_4	Real2_A_SM	Real2_2	Real2_3.0	Real2_RT_1.0	Real2_RT_2.0	Real2_RT_3.0	Real2_RT_4.0	Real3_A_SM	Real3_2	Real3_3.0	Real3_RT_1.0	Real3_RT_2.0	Real3_RT_3.0	Real3_RT_4.0	Real4_A_SM	Real4_2	Real4_3.0	Real4_RT_1.0	Real4_RT_2.0	Real4_RT_3.0	Real4_RT_4.0	Real5_A_SM	Real5_2	Real5_3.0	Real5_RT_1.0	Real5_RT_2.0	Real5_RT_3.0	Real5_RT_4.0	Real6_A_SM	Real6_2	Real6_3.0	Real6_RT_1.0	Real6_RT_2.0	Real6_RT_3.0	Real6_RT_4.0	Real7_A_SM	Real7_2	Real7_3.0	Real7_RT_1.0	Real7_RT_2.0	Real7_RT_3.0	Real7_RT_4.0	Real8_A_SM	Real8_2	Real8_3.0	Real8_RT_1.0	Real8_RT_2.0	Real8_RT_3.0	Real8_RT_4.0	Real9_A_SM	Real9_2	Real9_3.0	Real9_RT_1.0	Real9_RT_2.0	Real9_RT_3.0	Real9_RT_4.0	Real10_A_SM	Real10_2	Real10_3.0	Real10_RT_1.0	Real10_RT_2.0	Real10_RT_3.0	Real10_RT_4.0	Real11_A_SM	Real11_2	Real11_3.0	Real11_RT_1.0	Real11_RT_2.0	Real11_RT_3.0	Real11_RT_4.0	Real12_A_SM	Real12_2	Real12_3.0	Real12_RT_1.0	Real12_RT_2.0	Real12_RT_3.0	Real12_RT_4.0	CRT_Inst	CRT1_1	CRT1_1_RT_1	CRT1_1_RT_2	CRT1_1_RT_3	CRT1_1_RT_4	CRT1_2	CRT1_2_RT_1	CRT1_2_RT_2	CRT1_2_RT_3	CRT1_2_RT_4	CRT1_3	CRT1_3_RT_1	CRT1_3_RT_2	CRT1_3_RT_3	CRT1_3_RT_4	CRT3_1	CRT3_2	CRT3_3	CRT3_4	CRT_chk	Age	Sex	Education	English	Party	Party_TEXT	Social_Conserv	Economic_Conserv	POTUS2016	Media1	Media2	Media3_1	Media3_2	Media3_3	Media3_11	FB_F	Random	Google	SocialMedia_Chk	Zipcode	Comments	Length	DO_BR_FL_158	DO_BR_FL_167	DO_BR_FL_679	DO_BL_CRT_Thompson	DO_Q_Media2	DO_Q_Media1	LocationLatitude	LocationLongitude	LocationAccuracy	CRT_ACC_1	CRT_ACC_2	CRT_ACC_3	CRT_ACC_4	CRT_ACC_5	CRT_ACC_6	CRT_ACC_7	CRT_split	PoliticFake1	PoliticFake2	PoliticFake3	PoliticFake4	PoliticFake5	PoliticFake6	PoliticFake7	PoliticFake8	PoliticFake9	PoliticFake10	PoliticFake11	PoliticFake12	PoliticReal1	PoliticReal2	PoliticReal3	PoliticReal4	PoliticReal5	PoliticReal6	PoliticReal7	PoliticReal8	PoliticReal9	PoliticReal10	PoliticReal11	PoliticReal12	LikelihoodFake1	LikelihoodFake2	LikelihoodFake3	LikelihoodFake4	LikelihoodFake5	LikelihoodFake6	LikelihoodFake7	LikelihoodFake8	LikelihoodFake9	LikelihoodFake10	LikelihoodFake11	LikelihoodFake12	LikelihoodReal1	LikelihoodReal2	LikelihoodReal3	LikelihoodReal4	LikelihoodReal5	LikelihoodReal6	LikelihoodReal7	LikelihoodReal8	LikelihoodReal9	LikelihoodReal10	LikelihoodReal11	LikelihoodReal12	FamiliarFake1	FamiliarFake2	FamiliarFake3	FamiliarFake4	FamiliarFake5	FamiliarFake6	FamiliarFake7	FamiliarFake8	FamiliarFake9	FamiliarFake10	FamiliarFake11	FamiliarFake12	FamiliarReal1	FamiliarReal2	FamiliarReal3	FamiliarReal4	FamiliarReal5	FamiliarReal6	FamiliarReal7	FamiliarReal8	FamiliarReal9	FamiliarReal10	FamiliarReal11	FamiliarReal12	FamiliarBinFake1	FamiliarBinFake2	FamiliarBinFake3	FamiliarBinFake4	FamiliarBinFake5	FamiliarBinFake6	FamiliarBinFake7	FamiliarBinFake8	FamiliarBinFake9	FamiliarBinFake10	FamiliarBinFake11	FamiliarBinFake12	FamiliarBinReal1	FamiliarBinReal2	FamiliarBinReal3	FamiliarBinReal4	FamiliarBinReal5	FamiliarBinReal6	FamiliarBinReal7	FamiliarBinReal8	FamiliarBinReal9	FamiliarBinReal10	FamiliarBinReal11	FamiliarBinReal12
1	1	1	1	1	1	1	 	 	 	 	 	0.571428571	0.666666667	0.5	R_2Vga3wg4omxpW2h	Default Response Set	Anonymous	 	 	172.58.139.32	0	8/11/2017	8/11/2017	1	593783	A25CFVQND4A0EV	1	1	 	1	1	1	1.617	2.88	3.92	4	1	1	1.663	3.183	4.052	2	1	1	1.384	1.384	3.226	1	1	1	2.062	2.291	3.079	2	1	1	1.935	1.935	3.062	1	1	1	1.284	1.284	2.213	1	1	1	2.595	2.595	3.54	1	1	1	1.692	2.011	3.044	2	1	1	1.571	1.571	2.395	1	1	1	2.447	2.447	3.167	1	1	1	1.945	1.945	5.509	1	1	1	2.177	2.177	3.139	1	1	1	4.104	4.47	5.318	2	1	1	2.216	2.456	4.232	2	1	1	2.523	2.523	4.745	1	1	1	0.055	2.792	4.051	4	1	1	4.087	4.087	5.159	1	1	1	1.593	1.593	5.796	1	1	1	1.342	1.342	4.344	1	1	1	1.642	1.969	2.811	2	1	1	1.781	2.035	3.08	2	1	1	1.482	1.482	2.824	1	1	1	2.391	2.391	4.304	1	1	1	1.347	1.585	2.706	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	4	1.789	9.309	16.649	9	10	1.06	2.98	6.259	3	6	1.439	3.205	4.527	2	1	8	3	9	1	22	1	2	1	6	Libertarian	1	 	3	1	2	1	1	2	2	2	2	2	2	72653	 	 	FL_159	Real1_SM|Real4_SM|Real12_SM|Real11_SM|Fake11_SM|Fake1_SM|Fake12_SM|Fake10_SM|Fake9_SM|Real5_SM|Real7_SM|Real10_SM|Fake5_SM|Fake8_SM|Fake6_SM|Fake2_SM|Fake3_SM|Fake7_SM|Real9_SM|Fake4_SM|Real2_SM|Real6_SM|Real8_SM|Real3_SM	 	CRT3_3|CRT3_1|CRT3_2|CRT3_4	2|1	2|1	41.84829712	-87.65170288	-1	1	1	0	0	1	1	0	2	3.676767677	4.060606061	3.757575758	3.666666667	3.929292929	3.908163265	2.454545455	2.171717172	2.535353535	2.474747475	1.616161616	2.303030303	3.822916667	3.510416667	3.21875	3.65625	3.822916667	3.557894737	2.604166667	2.75	2.302083333	2.71875	2.135416667	2.239583333	2.777777778	1.939393939	3.373737374	3.363636364	1.909090909	2.402061856	3.282828283	3.242424242	2.01010101	2.357142857	2.333333333	3.581632653	4.979166667	3.96875	4.135416667	4.572916667	4.489583333	4.5625	4.614583333	4.114583333	4.53125	4.708333333	4.197916667	5	2.757575758	2.919191919	2.969387755	2.767676768	2.897959184	2.848484848	2.919191919	2.828282828	2.887755102	2.484848485	2.616161616	2.581632653	2.115789474	2.697916667	2.75	2.75	2.604166667	2.260416667	2.583333333	2.5	2.604166667	2.583333333	2.410526316	2.635416667	85	97	81	89	94	92	88	78	92	85	93	75	50	76	79	82	71	53	71	68	72	75	61	72
2	1	1	1	1	1	1	 	 	 	 	 	0.857142857	1	0.75	R_1r6v7NFzPAvfuuh	Default Response Set	Anonymous	 	 	174.218.151.255	0	8/11/2017	8/11/2017	1	962496	AD4XHPASMMMOT	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	12.552	16.093	16.717	6	1	1	1	7.172	10.271	10.315	6	1	2	1	8.61	13.18	14.148	5	1	2	1	12.148	14.298	15.184	5	1	1	1	3.627	8.288	9.255	5	1	1	1	5.805	10.863	11.371	6	1	2	1	18.262	20.013	20.842	5	1	2	1	14.991	16.22	16.981	5	1	1	1	6.804	9.012	9.936	7	1	1	1	5.858	8.013	8.859	5	1	1	1	2.622	12.837	13.352	8	1	1	1	3.249	13.164	14.04	6	1	3	1	6.599	16.066	16.111	12	1	2	1	9.033	10.808	11.746	5	1	3	1	22.536	25.585	26.257	7	1	2	1	3.629	10.523	11.298	5	1	3	1	5.893	26.176	27.021	7	1	3	1	3.04	7.878	8.619	6	1	3	1	3.947	19.125	19.995	5	1	2	1	12.875	14.612	15.592	5	1	3	1	2.582	8.885	9.612	7	1	2	1	17.472	28.364	29.022	9	1	2	1	7.325	10.058	10.096	6	1	 	1	2.259	10.563	11.051	6	1	4	67.052	67.07	81.923	2	10	33.786	33.798	71.026	2	39	13.614	13.628	27.921	2	2	8	3	27	1	38	2	2	1	6	None	 	 	5	 	 	2	2	2	2	5	2	2	2	30121	 	Not sure. 15-20 min?	FL_160	 	Real5_A_SM|Fake11_A_SM|Real8_A_SM|Fake4_A_SM|Fake7_A_SM|Real11_A_SM|Real2_A_SM|Fake3_A_SM|Fake8_A_SM|Fake6_A_SM|Fake12_A_SM|Real4_A_SM|Real12_A_SM|Real10_A_SM|Fake10_A_SM|Fake9_A_SM|Fake1_A_SM|Real7_A_SM|Real3_A_SM|Fake2_A_SM|Fake5_A_SM|Real6_A_SM|Real1_ASM|Real9_A_SM	CRT3_1|CRT3_2|CRT3_3|CRT3_4	2|1	2|1	33.77189636	-84.37709808	-1	1	1	1	1	1	1	0	2	3.676767677	4.060606061	3.757575758	3.666666667	3.929292929	3.908163265	2.454545455	2.171717172	2.535353535	2.474747475	1.616161616	2.303030303	3.822916667	3.510416667	3.21875	3.65625	3.822916667	3.557894737	2.604166667	2.75	2.302083333	2.71875	2.135416667	2.239583333	2.777777778	1.939393939	3.373737374	3.363636364	1.909090909	2.402061856	3.282828283	3.242424242	2.01010101	2.357142857	2.333333333	3.581632653	4.979166667	3.96875	4.135416667	4.572916667	4.489583333	4.5625	4.614583333	4.114583333	4.53125	4.708333333	4.197916667	5	2.757575758	2.919191919	2.969387755	2.767676768	2.897959184	2.848484848	2.919191919	2.828282828	2.887755102	2.484848485	2.616161616	2.581632653	2.115789474	2.697916667	2.75	2.75	2.604166667	2.260416667	2.583333333	2.5	2.604166667	2.583333333	2.410526316	2.635416667	85	97	81	89	94	92	88	78	92	85	93	75	50	76	79	82	71	53	71	68	72	75	61	72
1	1.583333333	1.75	1.166666667	1	2	2.5	2	1.166666667	2.5	1	1	0.142857143	0.333333333	0	R_3Gv2TeXk7FMpnTs	Default Response Set	Anonymous	 	 	50.25.45.238	0	8/11/2017	8/11/2017	1	175580	A1GKD3NG1NNHRP	1	1	 	1	1	1	20.455	20.455	22.073	1	1	1	14.589	15.673	17.112	2	1	1	5.983	5.983	8.179	1	1	2	15.323	18.174	19.857	2	1	1	6.243	10.502	11.983	4	1	1	10.915	10.915	14.985	1	1	1	5.535	5.535	8.997	1	1	4	20.63	20.63	22.02	1	1	1	7.336	7.336	9.595	1	1	1	4.115	4.115	5.667	1	1	4	8.72	8.72	10.858	1	1	1	7.098	7.098	8.792	1	1	1	10.134	10.134	12.094	1	1	1	4.541	4.541	6.026	1	1	1	4.539	4.539	7.308	1	1	1	4.607	8.693	9.53	5	1	1	5.353	5.353	7.166	1	1	1	0.264	5.448	7.078	2	1	1	8.258	9.235	10.781	2	1	1	14.191	14.191	15.633	1	1	1	12.086	12.086	13.455	1	1	5	9.839	11.209	12.577	2	1	4	8.229	8.229	9.652	1	1	3	4.621	13.313	14.717	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	8	2.564	2.564	16.239	1	10	0	0	16.807	0	20	2.348	2.348	9.457	1	1	7	2	90	2	57	2	4	1	3	 	1	1	1	2	2	2	2	2	2	5	2	2	1	41502	no	no idea	FL_159	Fake2_SM|Real5_SM|Real7_SM|Fake6_SM|Fake10_SM|Fake7_SM|Fake3_SM|Fake12_SM|Real8_SM|Real11_SM|Real10_SM|Real2_SM|Fake1_SM|Fake9_SM|Real1_SM|Real3_SM|Fake8_SM|Fake11_SM|Real9_SM|Fake5_SM|Fake4_SM|Real6_SM|Real12_SM|Real4_SM	 	CRT3_1|CRT3_4|CRT3_2|CRT3_3	2|1	2|1	37.68080139	-82.34149933	-1	0	1	0	0	0	0	0	1	3.676767677	4.060606061	3.757575758	3.666666667	3.929292929	3.908163265	2.454545455	2.171717172	2.535353535	2.474747475	1.616161616	2.303030303	3.822916667	3.510416667	3.21875	3.65625	3.822916667	3.557894737	2.604166667	2.75	2.302083333	2.71875	2.135416667	2.239583333	2.777777778	1.939393939	3.373737374	3.363636364	1.909090909	2.402061856	3.282828283	3.242424242	2.01010101	2.357142857	2.333333333	3.581632653	4.979166667	3.96875	4.135416667	4.572916667	4.489583333	4.5625	4.614583333	4.114583333	4.53125	4.708333333	4.197916667	5	2.757575758	2.919191919	2.969387755	2.767676768	2.897959184	2.848484848	2.919191919	2.828282828	2.887755102	2.484848485	2.616161616	2.581632653	2.115789474	2.697916667	2.75	2.75	2.604166667	2.260416667	2.583333333	2.5	2.604166667	2.583333333	2.410526316	2.635416667	85	97	81	89	94	92	88	78	92	85	93	75	50	76	79	82	71	53	71	68	72	75	61	72
2	1.333333333	1.833333333	1.5	1.833333333	1.166666667	1.833333333	1.166666667	1.5	1.833333333	1.833333333	1	0	0	0	R_3HuXOoeZJvSJwcM	Default Response Set	Anonymous	 	 	73.228.224.74	0	8/11/2017	8/11/2017	1	667088	AXDNFSVUBFLNV	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	13.878	16.694	17.529	4	1	2	1	15.789	17.012	18.144	3	1	1	2	6.342	8.925	9.686	6	1	3	3	97.639	103.252	103.944	4	1	1	1	3.187	4.318	5.446	3	1	1	1	5.491	8.124	9.01	4	1	1	1	15.064	17.341	18.13	3	1	1	1	29.119	33.919	34.23	5	1	1	1	45.873	48.948	49.215	5	1	1	1	53.208	56.489	57.191	6	1	1	1	64.724	68.072	68.352	5	1	2	2	11.54	14.291	15.232	4	1	3	3	7.262	9.022	10.063	4	1	1	1	3.925	8.389	9.478	5	1	2	1	94.734	96.614	96.902	4	1	1	1	3.368	6.324	6.554	4	1	3	3	852.418	853.738	854.348	2	1	2	2	23.916	26.191	26.809	3	1	2	2	13.457	17.323	17.883	3	1	2	2	4.514	6.618	7.182	5	1	3	3	29.599	31.151	31.748	3	1	2	2	8.993	10.809	11.548	5	1	2	1	3.235	5.539	5.806	4	1	3	1	47.931	51.907	52.8	3	1	8	5.542	5.542	6.668	1	25	0	0	3.492	0	18	0	0	2.331	0	1	7	2	9	3	28	2	4	1	1	 	1	2	1	2	2	2	3	3	2	3	2	2	1	55447	 	20	FL_160	 	Real7_A_SM|Real12_A_SM|Fake10_A_SM|Fake8_A_SM|Real2_A_SM|Fake11_A_SM|Real3_A_SM|Fake1_A_SM|Fake4_A_SM|Real10_A_SM|Real5_A_SM|Real9_A_SM|Fake12_A_SM|Real1_A_SM|Fake2_A_SM|Fake3_A_SM|Fake7_A_SM|Real4_A_SM|Fake6_A_SM|Real6_A_SM|Real8_A_SM|Fake5_A_SM|Fake9_A_M|Real11_A_SM	CRT3_4|CRT3_3|CRT3_1|CRT3_2	1|2	1|2	45.00590515	-93.43049622	-1	0	0	0	0	0	0	0	1	3.676767677	4.060606061	3.757575758	3.666666667	3.929292929	3.908163265	2.454545455	2.171717172	2.535353535	2.474747475	1.616161616	2.303030303	3.822916667	3.510416667	3.21875	3.65625	3.822916667	3.557894737	2.604166667	2.75	2.302083333	2.71875	2.135416667	2.239583333	2.777777778	1.939393939	3.373737374	3.363636364	1.909090909	2.402061856	3.282828283	3.242424242	2.01010101	2.357142857	2.333333333	3.581632653	4.979166667	3.96875	4.135416667	4.572916667	4.489583333	4.5625	4.614583333	4.114583333	4.53125	4.708333333	4.197916667	5	2.757575758	2.919191919	2.969387755	2.767676768	2.897959184	2.848484848	2.919191919	2.828282828	2.887755102	2.484848485	2.616161616	2.581632653	2.115789474	2.697916667	2.75	2.75	2.604166667	2.260416667	2.583333333	2.5	2.604166667	2.583333333	2.410526316	2.635416667	85	97	81	89	94	92	88	78	92	85	93	75	50	76	79	82	71	53	71	68	72	75	61	72
1	1	1	1	1	1	1	1	1	1	1	1	0.428571429	0	0.75	R_3RmRlDq2Dcxnlvb	Default Response Set	Anonymous	 	 	107.223.159.77	0	8/11/2017	8/11/2017	1	43061	A3HP03BD6XEOZT	1	1	 	1	1	1	0	0	1.661	0	1	1	0	0	1.451	0	1	1	0	0	1.429	0	1	1	0	0	4.992	0	1	1	0	0	1.627	0	1	1	0	0	1.275	0	1	1	0	0	1.899	0	1	1	0	0	1.372	0	1	1	0	0	1.327	0	1	1	0	0	2.248	0	1	1	0	0	1.446	0	1	1	0	0	1.369	0	1	1	0	0	1.219	0	1	1	0	0	1.337	0	1	1	0	0	2.065	0	1	1	0	0	2.808	0	1	1	0	0	1.263	0	1	1	0	0	1.237	0	1	1	0	0	1.228	0	1	1	0	0	3.687	0	1	1	0	0	1.384	0	1	1	0	0	1.661	0	1	1	0	0	1.401	0	1	1	0	0	1.139	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	8	0	0	11.136	0	50	0	0	2.101	0	20	0	0	2.782	0	2	8	3	9	1	25	2	5	1	1	 	1	1	1	1	2	1	1	1	1	5	2	2	2	39212	 	 	FL_159	Fake4_SM|Fake7_SM|Real2_SM|Fake5_SM|Real10_SM|Fake11_SM|Fake10_SM|Fake12_SM|Real9_SM|Fake1_SM|Real3_SM|Real8_SM|Real5_SM|Real11_SM|Fake2_SM|Real12_SM|Real1_SM|Real4_SM|Real7_SM|Real6_SM|Fake3_SM|Fake8_SM|Fake9_SM|Fake6_SM	 	CRT3_3|CRT3_4|CRT3_2|CRT3_1	1|2	1|2	32.23980713	-90.26609802	-1	0	0	0	1	1	1	0	1	3.676767677	4.060606061	3.757575758	3.666666667	3.929292929	3.908163265	2.454545455	2.171717172	2.535353535	2.474747475	1.616161616	2.303030303	3.822916667	3.510416667	3.21875	3.65625	3.822916667	3.557894737	2.604166667	2.75	2.302083333	2.71875	2.135416667	2.239583333	2.777777778	1.939393939	3.373737374	3.363636364	1.909090909	2.402061856	3.282828283	3.242424242	2.01010101	2.357142857	2.333333333	3.581632653	4.979166667	3.96875	4.135416667	4.572916667	4.489583333	4.5625	4.614583333	4.114583333	4.53125	4.708333333	4.197916667	5	2.757575758	2.919191919	2.969387755	2.767676768	2.897959184	2.848484848	2.919191919	2.828282828	2.887755102	2.484848485	2.616161616	2.581632653	2.115789474	2.697916667	2.75	2.75	2.604166667	2.260416667	2.583333333	2.5	2.604166667	2.583333333	2.410526316	2.635416667	85	97	81	89	94	92	88	78	92	85	93	75	50	76	79	82	71	53	71	68	72	75	61	72
